input,blk_cnt,test_cnt,rate
https://www.weebly.com/,1,168,0.01
http://drugs-forum.com/,2,189,0.01
https://kids.yahoo.com,1,192,0.01
https://ipi.media/,1,187,0.01
https://www.opioids.com/,1,181,0.01
http://risebroadband.com/,1,191,0.01
https://witness.org/,1,183,0.01
http://www.stshenouda.com,2,208,0.01
https://otr.cypherpunks.ca/,1,181,0.01
http://www.livejournal.com,1,173,0.01
https://defcon.org/,1,188,0.01
http://www.fring.com,2,220,0.01
https://www.netaddress.com/,1,176,0.01
https://cites.org/,1,184,0.01
http://www.rfa.org,1,184,0.01
https://www.sendthisfile.com/,1,171,0.01
http://archive.org,1,197,0.01
http://cartercenter.org,2,187,0.01
http://www.lingerieatlarge.com,2,218,0.01
http://www.survive.org.uk/,1,167,0.01
https://docs.google.com,1,189,0.01
http://www.zenmate.com,1,154,0.01
https://www.rackspace.com/,1,173,0.01
http://www.wallpapergate.com,2,209,0.01
http://whispersystems.org,1,163,0.01
http://www.thegooddrugsguide.com,1,169,0.01
http://www.appzplanet.com,2,226,0.01
https://oca.org/,1,180,0.01
https://www.nsa.gov/,1,173,0.01
http://www.agentprovocateur.com,1,178,0.01
https://www.hackcanada.com/,2,179,0.01
https://gmail.com,2,195,0.01
https://www.datingdirect.com,2,178,0.01
http://hightimes.com,2,187,0.01
https://www.mediafire.com/,2,179,0.01
https://www.opensocietyfoundations.org/,1,171,0.01
http://www.pravda.ru,1,179,0.01
https://spideroak.com,1,180,0.01
http://www.ilhr.org,3,219,0.01
http://www.judaism.com,1,175,0.01
http://www.date.com,1,179,0.01
http://www.absinth.com,2,224,0.01
http://www.geocities.com,2,218,0.01
http://ccrjustice.org,1,189,0.01
http://lifestream.aol.com,2,183,0.01
https://www.privacyinternational.org/,1,176,0.01
https://sexetc.org/,1,184,0.01
https://www.weforum.org/,1,166,0.01
http://www.idea.int,2,175,0.01
http://www.medicinenet.com,1,174,0.01
https://bisexual.org/,1,187,0.01
https://www.protonmail.com,1,164,0.01
https://www.usaid.gov/,1,168,0.01
http://marijuana.nl,3,229,0.01
https://www.premaritalsex.info/,1,180,0.01
https://www.globalfundforwomen.org/,1,181,0.01
https://www.marxists.org/,2,178,0.01
https://www.liveleak.com/,1,170,0.01
https://iarf.net/,2,187,0.01
http://www.themwl.org,1,192,0.01
https://btguard.com,1,187,0.01
https://login.live.com/,1,184,0.01
http://teenadvice.about.com,2,182,0.01
http://blog.com,2,236,0.01
http://www.mininova.org,2,214,0.01
https://www.sexualhealth.com/,1,167,0.01
http://www.rollingstone.com,1,172,0.01
http://commons.wikimedia.org,1,191,0.01
http://www.hrusa.org,2,213,0.01
http://www.download.com,2,224,0.01
http://www.talafone.com,2,174,0.01
https://secure.proxpn.com/,1,184,0.01
http://www.privaterra.org,2,215,0.01
http://www.bacardi.com,1,182,0.01
https://www.transferbigfiles.com/,2,173,0.01
https://www.herdict.org/,1,178,0.01
https://sourceforge.net/projects/loic/,1,186,0.01
http://www.eurogrand.com,2,201,0.01
https://www.martus.org/,1,178,0.01
http://freemuse.org/,1,185,0.01
https://indymedia.org/,2,186,0.01
http://www.partypoker.com,1,178,0.01
http://www.usacasino.com,1,171,0.01
http://www.churchofeuthanasia.org,2,223,0.01
http://www.christianity.com,1,182,0.01
http://dextroverse.org,2,231,0.01
http://www.islamicity.com,2,216,0.01
https://www.google.com,1,178,0.01
https://myspace.com/,1,193,0.01
https://www.serials.ws/,1,166,0.01
https://addons.mozilla.org/en-US/firefox/addon/4286,1,199,0.01
http://nypost.com/,2,191,0.01
http://community.livejournal.com/anorexicqueen/,2,188,0.01
http://www.samesexmarriage.ca,2,219,0.01
http://www.crackz.ws,2,224,0.01
http://www.glaad.org,1,178,0.01
http://www.layevangelism.com,2,217,0.01
https://panties.com/,2,181,0.01
http://www.securityfocus.com,2,176,0.01
https://www.womenonwaves.org/,1,163,0.01
http://www.clubdicecasino.com,3,222,0.01
http://www.pokerstars.com,2,171,0.01
http://www.playboy.com,2,220,0.01
https://trashy.com/,1,184,0.01
https://www.ushmm.org/,1,165,0.01
https://textsecure-service-ca.whispersystems.org:80,1,166,0.01
https://www.victoriassecret.com/,2,170,0.01
http://www.wikispaces.com,1,162,0.01
https://thepiratebay.se,1,182,0.01
https://www.sendspace.com/,1,168,0.01
https://www.ifad.org/,2,172,0.01
https://tails.boum.org/,1,183,0.01
https://www.ipetitions.com,1,174,0.01
http://www.blackjackinfo.com,1,179,0.01
https://news.google.com/,1,192,0.01
http://www.economist.com,1,179,0.01
http://rapidgator.net,1,185,0.01
http://www.cbsnews.com,1,178,0.01
http://www.guerrillagirls.com/,2,217,0.01
https://movabletype.com/,1,191,0.01
https://infidels.org/,1,185,0.01
https://groups.google.com/,1,186,0.01
http://sfsi.org/,3,232,0.01
http://www.onlinewomeninpolitics.org,2,219,0.01
http://www.centcom.mil,2,223,0.01
http://cultdeadcow.com,2,232,0.01
http://mymemory.translated.net/english/,1,187,0.01
http://www.jesussaves.cc,3,216,0.01
https://bebo.com/,1,190,0.01
https://citizenlab.ca,1,185,0.01
http://howtogrowmarijuana.com,1,189,0.01
http://www.ginvodka.org,3,223,0.01
http://www.mail.lycos.com/,2,174,0.01
https://globalvoices.org/,1,198,0.01
http://www.volcanomail.com,2,175,0.01
https://iwhc.org/,1,191,0.01
http://www.rbf.org,1,176,0.01
http://iyfnet.org/,2,188,0.01
https://plus.im,1,185,0.01
http://www.u4.no,1,185,0.01
https://www.secfirst.org,1,172,0.01
http://www.xbox.com,1,171,0.01
http://www.well.com/user/queerjhd/,1,171,0.01
http://www.europacasino.com,1,179,0.01
https://archiveofourown.org/,1,183,0.01
https://www.instagram.com/,1,180,0.01
https://www.search.com/,1,176,0.01
http://minorityrights.org/,2,231,0.01
https://www.pinterest.com/,1,174,0.01
http://www.gayegypt.com,2,223,0.01
http://www.wiesenthal.com,2,209,0.01
http://www.abcunderwear.com,1,185,0.01
https://www.freetranslation.com/,1,179,0.01
https://www.dreamhost.com/,1,178,0.01
http://sierraclub.org,1,187,0.01
https://onedrive.live.com/,1,180,0.01
https://www.amnesty.org/,1,186,0.01
http://www.hotmail.com,1,176,0.01
https://identi.ca/,1,185,0.01
http://www.lesbiansubmission.com,2,218,0.01
http://wkkf.org/,1,181,0.01
http://www.hostgator.com,1,199,0.01
http://craigslist.org,2,190,0.01
https://www.freespeech.org/,1,176,0.01
http://islamonline.net/,1,192,0.01
http://occupystreams.org,2,230,0.01
https://secure.logmein.com,1,190,0.01
http://www.cidh.org,3,219,0.01
http://amygoodloe.com/lesbian-dot-org/,2,238,0.01
http://www.thehacktivist.com,3,214,0.01
https://www.fotki.com/,1,182,0.01
http://www.globet.com,2,224,0.01
https://www.twitch.tv/,1,169,0.01
https://medpot.net/,1,186,0.01
https://www.wiktionary.org/,1,163,0.01
http://www.vanguardnewsnetwork.com,2,203,0.01
http://www.rollitup.org,2,214,0.01
http://www.originalelf.com,2,215,0.01
http://www.breastenlargementmagazine.com,2,220,0.01
https://imageshack.com/,2,169,0.01
http://www3.iaisite.org/,2,205,0.01
http://www.genderhealth.org,1,218,0
http://www.frc.org,1,207,0
http://www.phenoelit.org/,1,218,0
http://www.freedominfo.org,1,221,0
http://mashable.com,1,203,0
http://www.jewwatch.com,1,215,0
http://xanga.com/,1,211,0
http://www.freespeech.com,1,222,0
http://www.webspawner.com,1,206,0
http://www.maven.co.il,1,216,0
http://www.wftucentral.org/,1,203,0
http://www.orthodoxconvert.info,1,214,0
http://www.aseansec.org,1,221,0
http://www.honduras.com,1,216,0
http://www.harkatulmujahideen.org,1,216,0
http://www.excite.com,1,219,0
http://www.ultimatebirthcontrol.com,1,213,0
http://emchurch.org/,1,232,0
http://www.twistedinternet.com,1,211,0
http://www.positive.org,1,214,0
http://www.sealswcc.com,1,219,0
http://www.islamic-relief.com,1,214,0
http://feministing.com,1,227,0
http://norml.org/,1,236,0
http://attrition.org/,1,238,0
http://www.photobucket.com,1,222,0
http://www.callserve.com,1,221,0
http://www.sexedlibrary.org,1,209,0
http://www.radioislam.org,1,211,0
http://ilga.org/,1,233,0
http://www.lycos.com,1,214,0
http://www.laborrightsnow.org,1,216,0
http://nooun.net,1,207,0
http://www.dailymotion.com,1,224,0
http://www.pokerpages.com,1,214,0
http://www.religiousconsultation.org,1,212,0
http://www.circumcision.org,1,225,0
http://www.wcicc.org,1,205,0
http://insecure.org/,1,230,0
http://seclists.org,1,234,0
http://www.isiswomen.org,1,220,0
http://www.prolife.com,1,214,0
http://www.mytrans.com.tw,1,218,0
http://lgbt.foundation/,1,230,0
http://www.familycareintl.org,1,217,0
http://www.islamdoor.com,1,216,0
http://www.efonica.com,1,223,0
http://triviasecurity.net,1,221,0
http://www.lingo.com,1,218,0
http://international.ohmynews.com,1,228,0
http://chinadaily.com.cn,1,232,0
http://www.bitcomet.com,1,223,0
http://www.gearthblog.com,1,214,0
http://www.freeexpression.org,1,227,0
http://www.implantinfo.com,1,220,0
http://www.gamingday.com,1,220,0
http://spys.ru,1,232,0
http://www.ohchr.org/english/bodies/hrcouncil/,1,212,0
http://www.budweiser.com,1,224,0
http://www.metacrawler.com,1,217,0
http://www.terrorismfiles.org,1,210,0
http://www.eluniversal.com,1,224,0
http://www.isscr.org,1,222,0
http://www.google.com/search?q=gay,1,222,0
http://www.freeservers.com,1,221,0
http://miloflamingo.blogspot.com,1,213,0
http://kidshealth.org/,1,230,0
http://www.righttodie.ca,1,216,0
http://www.delicates.co.uk,1,220,0
http://ebuddy.com/,1,232,0
http://www.kurtuluscephesi.com,1,221,0
http://www.jfcom.mil,1,214,0
http://www.solicitorsfromhell.com,1,210,0
http://www.securenym.net,1,212,0
http://www.copticorphans.org,1,211,0
http://www.no-porn.com,1,212,0
http://www.xfocus.org,1,205,0
http://www.mailinator.com,1,217,0
http://www.jhr.ca,1,218,0
http://asadx.net,1,214,0
http://www.bfed.info,1,219,0
http://heroin.org,1,229,0
http://www.hackhull.com,1,223,0
http://www.netaddress.com/,1,218,0
http://www.neonjoint.com,1,220,0
http://jainworld.com/,1,238,0
http://www.southcom.mil,1,211,0
http://www.dogpile.com,1,230,0
http://a1408.g.akamai.net/5/1408/1388/2005110406/1a1a1ad948be278cff2d96046ad90768d848b41947aa1986/sample_sorenson.mov.zip,1,246,0
http://www.fark.com/,1,206,0
http://www.buddhanet.net,1,223,0
http://www.jmarshall.com,1,218,0
http://www.inbox.com,1,220,0
http://www.utorrent.com,1,209,0
http://www.itsyoursexlife.com,1,219,0
http://zoomshare.com/,1,201,0
http://www.schwarzreport.org,1,210,0
http://www.aleph.to,1,226,0
http://www.queernet.org,1,208,0
http://www.slsknet.org,1,213,0
http://www.square-enix.com,1,209,0
http://www.deathmetal.org,1,216,0
http://www.mywebcalls.com,1,218,0
http://exscn.net,1,228,0
http://www.hrcr.org,1,222,0
http://www.luwaran.net,1,219,0
http://shamash.org,1,231,0
http://www.newnownext.com/franchise/the-backlot/,1,208,0
http://www.topdrawers.com,1,211,0
http://www.ihf-hr.org,1,213,0
http://www.mizzima.com,1,207,0
http://www.mate1.com,1,207,0
http://beyondnormal.blogspot.com,1,214,0
http://download.cnet.com/freegate/3000-2085_4-10415391.html,1,231,0
http://kabobfest.com,1,232,0
http://www.hurryh.com,1,208,0
http://www.protest.net,1,215,0
http://www.ipcc.ch,1,219,0
http://www.veoh.com,1,204,0
http://www.stumbleupon.com,1,210,0
http://hrlibrary.umn.edu/iwraw/,1,231,0
http://www.4chan.org,1,226,0
http://www.un.org/docs/sc/,1,211,0
http://gharbeia.net,1,211,0
http://www.transwhiz.com,1,214,0
http://www.glbtqarchive.com/,1,226,0
http://www.benedelman.org,1,219,0
http://ncac.org/,1,232,0
http://www.drugsense.org,1,229,0
http://ecstasy.org,1,233,0
http://www.pandora.com,1,216,0
http://www.whitepages.com/,1,211,0
http://www.winespectator.com,1,205,0
http://www.postcards-for-iran.org,1,215,0
http://www.apt.ch,1,210,0
http://www.jsf.mil,1,220,0
http://www.gayhealth.com,1,220,0
http://www.oicc.org,1,216,0
http://www.akdn.org,1,224,0
http://blalaland.blogspot.com,1,212,0
http://www.zone-h.org,1,203,0
http://debate.org.uk,1,230,0
http://kickassclassical.com/,1,233,0
http://www.foreignword.com,1,224,0
http://www.familiesaretalking.org,1,219,0
http://www.tripod.lycos.com/,1,213,0
http://krishna.com/,1,230,0
http://www.tsroadmap.com,1,210,0
http://www.dmoz.org,1,217,0
http://www.hivandhepatitis.com,1,218,0
http://www.realstreaming.net,1,214,0
http://www.who.int/topics/hiv_aids/,1,206,0
http://www.whitepower.com,1,207,0
http://www.infowar-monitor.net,1,224,0
http://www.quantico.marines.mil/,1,213,0
http://www.catholic.org,1,213,0
http://www.pcgamer.com,1,201,0
http://www.drudgereport.com,1,221,0
http://www.umc.org,1,204,0
http://dostor.org,1,217,0
http://www.freshpair.com,1,217,0
http://www.friendster.com,1,223,0
http://www.efindlove.com,1,224,0
http://www.godalone.org/,1,220,0
http://www.ccel.org,1,225,0
http://www.who.int/reproductivehealth,1,208,0
http://worldsingles.com,1,230,0
http://lauraannjacobs.com,1,234,0
http://justicewomen.com/,1,229,0
http://www.collegehumor.com,1,220,0
http://xxx.lanl.gov,1,208,0
http://www.webbox.com/index.php,1,207,0
http://www.hon.ch,1,219,0
http://fromcairo.blogspot.com,1,212,0
http://www.muhammadanism.com,1,218,0
http://www.sos-reporters.net,1,212,0
http://www.siecus.org,1,209,0
http://www.fgmnetwork.org,1,217,0
http://mp3.com/,1,236,0
http://www.poker.com,1,212,0
http://www.keptprivate.com,1,215,0
