ctgr,input,probe_asn,measurement_start_time,location,accessible,blocking,explorer,api
HUMR,http://www.iskcon.com,36992,2017-11-25 3:55:02,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=MDTTzESTFf67ujEpqUVxdrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuvib48GD0urOSUOJ1XbJp0q44xXnV0xahxx%2F%2BI%2BqXeu4%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.iskcon.com,http://api.ooni.io/api/v1/measurement/temp-id-139144352
HUMR,http://www.iskcon.com,36992,2017-11-25 3:55:02,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=qEGKI7MS3QCf7UaraiKFBrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CmE24yhjvGIo8InWlCEMYuD8uF1CP1f7mJrgddwgaA4jdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89P9acQHgnW00warB1FEouEip8dJProdpx6cK8z%2B5kpSb986OSAVlTKBbLOIE8zDGTqU1TsxtcNhEeFnG%2FkDdKtCDbnUPrJVJedeH7zNcsfEIfODumdwYef6TxxnsmmXzKZihF7e3o%2BthvM%2BYN5wonkErVxyJyKrtFUAWzzBtVmObHaeo9GUNM0pzLovfSDV5utD5xoyn9KyKr71Sr4ukjIwRDfj%2Fvif354C0sECn7%2BAIWvEPy7CcSLVM1QaFNM%2FkNAyQC3%2BBpDfP6GB8bhE%2BgyOtDVEUom4dMluN6NVY1IqJEZ3EjYmM9b1h%2F9HtjYk8dww3nsacNTObX%2Fizf5hA9Ct5XADWQ2YZuluhPNAGUDqx92HyKETQEIQpnUeS1wars%2FG4MpYIyjO0bhH32NIMIDk3fz77flaw00qrHEF6CTxy5JVBw%2BU8FE0mhPMbChAHAEShtKjFlanek1nRGITPwy%2BHfJT85lViGKY7I1H6kTmvjR8YJ067VYnlOWgbhUX%2BIw%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.iskcon.com,http://api.ooni.io/api/v1/measurement/temp-id-139144352
HATE,http://www.jewwatch.com,36992,2017-11-25 3:59:02,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=Vp%2B1uI%2B9A6vn9BvMFiU337TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75C37l0V6wlXXCf%2BfbQXA3sLWJ6ovPun9npl%2B66tntrODHOwNkXLwXtGr8uIS51R4cXmit7bsS9Z%2BuaKRPNzURL9j7g7Z2slxClrn%2FjognxomzQ7mykyMcWPvaewUU5m%2F1y3migChuybWRNXaV2SbWiVNEk742lDrT62y7Iz1RDE91CQYLZ28oiTPOg9Whta5pSlbksmKm2VdfU1Zf1ysP8XBczWblBWQcD7TTc%2FNq4soJPTonYy%2BRmLot%2BP7TwivfObfwTDbdUh4hjZNaFDyFKih9vckEvPCPhaAiP2s4pSILlzSDIHzK8zRP3iS9%2B6Z6ZnePKRhAt42dcwBzpARquFjlj%2F1wMrTF6s%2FLtdL52yWpbhtXiVwGl4H5f0iWfrlkjMkAt%2FgaQ3z%2BhgfG4RPoMjrQ1RFKJuHTJbjejVWNSKiRGdxI2JjPW9Yf%2FR7Y2JPHc5pPhqcZmgtjra28OaU%2F3gy%2B0n8qq52a%2Bj7LiZOowzqX2HfGWYmGkgCSUGP%2BMxalw%2B%2BEwf6ckl%2FvALXB2jrkn2Z7zqPjCe1By%2F0Vip06xTxGK3E8XVZyX5Cl%2BJg3tV4PrpmVcAhK7PwBJcASCLRPeJI8gxWUiE93pyPeywtV5E56MEQEWKjaPrv3XDqRwd12Q,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jewwatch.com,http://api.ooni.io/api/v1/measurement/temp-id-139144363
HATE,http://www.jewwatch.com,36992,2017-11-25 3:59:02,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=Vp%2B1uI%2B9A6vn9BvMFiU337TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CcqI%2BbN6%2Fx8khizCbRn5IHQyYdJZJq8vbsrNCqbTCqn7dV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89ORB0atC5YonHCQHrL17%2FnYTaRa043J7RzTqWUc94t10XLb2ekIZ1EZTEemuhIhvTSFLZQCDg11dCaRk59TbSDKJS8GTvfRQsUARKtmiANHbg%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jewwatch.com,http://api.ooni.io/api/v1/measurement/temp-id-139144363
HATE,http://www.jewwatch.com,36992,2017-11-25 3:59:02,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=sA9aUurvq8Ox9N6KsJFXs7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuldhBDRHI6%2FlYQ%2FcwrDV0aFlwK2lxbsKMA4Q%2Fcxf3BIY%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jewwatch.com,http://api.ooni.io/api/v1/measurement/temp-id-139144363
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=vQ%2F8UII%2Fo02Lpe5rm%2FtzX7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuA0BvrD5%2BsVSC6T%2BsPzOSX5tSzamJ%2BFY4B3uBbC%2F811A%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=CdcHvI7t%2BWDEvrdbGk1JQLTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75Cg8xDQLL5q09BomMjH4QQwGnzckk19peXNVINQqY5NEYV%2F6xS8rF29h2eODmuTrY%2B0TjTJ3pfSrZIJGNdBJg3PN9OBjHEJEja%2F%2BAIwrBwdvZropmTmMA6WXxr0TEXaK2n4SG4%2B%2BO%2BzP0x5Gf7X1Dl1IG46K%2Fv1%2BWy09IM46bg0FJBNQECIjhCFXlu0tqhUZfXwAwqzTn%2F1f7I8Vuc0mvDHA%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=zSfvrnzyiP%2Btvb5s7g7o2rTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuA0BvrD5%2BsVSC6T%2BsPzOSX5tSzamJ%2BFY4B3uBbC%2F811A%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=BtdTYkxJfG7VicPcdO9pV7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CEuQUlKMkGVryl4W3PTsJrRfPTZ62FGkTN0jb9HQdOXjdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89P9acQHgnW00warB1FEouEip8dJProdpx6cK8z%2B5kpSb986OSAVlTKBbLOIE8zDGTqU1TsxtcNhEeFnG%2FkDdKtCDbnUPrJVJedeH7zNcsfEIfODumdwYef6TxxnsmmXzKZihF7e3o%2BthvM%2BYN5wonkErVxyJyKrtFUAWzzBtVmObHaeo9GUNM0pzLovfSDV5uuz4OOuaY9PxowYvPal3N%2BDAMCyixz3GatNTN4%2F27oYzduG1NzSr4re3RmXarw7C6syQC3%2BBpDfP6GB8bhE%2BgyOtDVEUom4dMluN6NVY1IqJEZ3EjYmM9b1h%2F9HtjYk8dw47cH6m5SO%2BtSg%2BUQvJjXSsL8lBe4%2F6JVmm%2BP3vhYEp6gf6SvmB9%2Ba%2FlDv3%2BuVyRlgkd4BJhbSmY1hX7jdfx0ybZdiREfl6vlv1CwVZJGMh99ZWYrhaEv3xyupabUUeOKd9vYGBLLeyDo4yPGa%2BFNfeLszpUoafBh9d0%2BSe8fsvNynqoe9k1N6Q6z7GAzfXKIlLwZO99FCxQBEq2aIA0du,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=BtdTYkxJfG7VicPcdO9pV7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CgaByAdzQq6vsp9qiZyOpRcUiIedqoqwgUSqKK6qruNXdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89Mpx2so%2FJhXx%2BZ6eTEoGStqGoRt8AaegqmubDvq4%2B6ATRMdvNIVYTqsuS9SoyHB1M%2FPdG7tnD6hzbfiIpXinMXSjBEBFio2j6791w6kcHddkA%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
ANON,http://www.jmarshall.com,36992,2017-11-25 3:59:39,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=QT3AxcojUr72xktKYp2cOrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuA0BvrD5%2BsVSC6T%2BsPzOSX5tSzamJ%2BFY4B3uBbC%2F811A%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jmarshall.com,http://api.ooni.io/api/v1/measurement/temp-id-139144370
GOVT,http://www.jsf.mil,36992,2017-11-25 4:00:12,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=iOpxV6sKFhf68xH9dbJdj7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75Ciyix4QbXshZbSlLjpMOVtnso2AKg320If2stvbBBlZndV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89P9acQHgnW00warB1FEouEip8dJProdpx6cK8z%2B5kpSb986OSAVlTKBbLOIE8zDGTqU1TsxtcNhEeFnG%2FkDdKtCDbnUPrJVJedeH7zNcsfEIfODumdwYef6TxxnsmmXzKZihF7e3o%2BthvM%2BYN5wonkErVxyJyKrtFUAWzzBtVmObHaeo9GUNM0pzLovfSDV5uuaXeUcu4j%2BTQ8i%2Fu%2Byxy%2Fpb%2BEEzu%2Bn2Egmsl3hSGjC8YUDfFvSMzxMS24NNKRc8zYyQC3%2BBpDfP6GB8bhE%2BgyOtDVEUom4dMluN6NVY1IqJEZ3EjYmM9b1h%2F9HtjYk8dxgd%2Bo0tZrTZlRVynXc9FqUbGEGSCTUedv%2F2rKsd2AQB8sgsHfKxYgDCLJ2K110qV2e9H4Bq5ylhIaSeT1dQNirtRQoWUn7OyHJ06L8rzRPGOMtvhxA92IfdXlNtJb9Hov6I%2FE5Or2JMV2JfHEnDZHj,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jsf.mil,http://api.ooni.io/api/v1/measurement/temp-id-139144371
GOVT,http://www.jsf.mil,36992,2017-11-25 4:00:12,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=iOpxV6sKFhf68xH9dbJdj7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuJCg2U3unU8LfXTg4Vd1AMHe3IEJmynYGtTOU2ZrB0uw%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jsf.mil,http://api.ooni.io/api/v1/measurement/temp-id-139144371
GOVT,http://www.jsf.mil,36992,2017-11-25 4:00:12,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=iOpxV6sKFhf68xH9dbJdj7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75Ciyix4QbXshZbSlLjpMOVtnso2AKg320If2stvbBBlZndV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89OF7z%2B2Oht5s74Fiaj18VrmS7VzT1lXZD5fwStpdIleH%2BGf%2BN4l2P84cLr9Jzb0v2SMEQEWKjaPrv3XDqRwd12Q,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jsf.mil,http://api.ooni.io/api/v1/measurement/temp-id-139144371
GOVT,http://www.jsf.mil,36992,2017-11-25 4:00:12,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=Kgxo%2FcDAVGDG8uBbk9Q577TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuJCg2U3unU8LfXTg4Vd1AMHe3IEJmynYGtTOU2ZrB0uw%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.jsf.mil,http://api.ooni.io/api/v1/measurement/temp-id-139144371
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=sfMlgwx9sm7gQZPbzVBoK7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuEtIwHRbnooeEYrcw04Az45LOZfFy%2Bo%2BpQ%2BUg27S%2FCmI%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=%2FGCT9Yq6AgfNLQwrRZZRHrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75Citn8adGiHERkWjM%2FCe2GUV%2BogfRUUyueLzZ%2BazGFFKw8LIqDe8Sa%2Ba1KUby6LKm70TjTJ3pfSrZIJGNdBJg3PN9OBjHEJEja%2F%2BAIwrBwdvYGmuZuWZKMBlm59ZwJ8m1WH%2FKNTmEqx%2Baxt1pA2gKO2ggTAu1uNDX0qjyNyH1eYZ0kF99grcT%2FztI2RIfNXff8kzEno6uGODoczJu8%2BaB8i69eBIVqsCshEyPR3hvA6STygkqDGuxV561j4yqJOsrgp8I6PMtGlQQLUW1028u0EK8IcTFaT6NoXgpXgaOjf9xMYVZWnW3FECibWFduB55WDSXoIuuSFj0HwjdjR0AdRNe47uawu%2BMx3zDXHFjk6Y3XttAu%2FrYWMk5q%2BJdAq%2B9Wu%2FhjxVne3MwIJnFe0vivKwu98ARilg5xWIeNEw4nL6dz2HiH3yvPWhZtSwTFCD%2Fs9Fa5SGxZ60u%2FFVGpO1ItasYAqZdBxb5Q%2BesYWrWSCyEve1SMAICzqE76rFV2EcotZF4B076rQjRJuygx3IoDx9TB8IDev2YR9kmcCnoNhXnV%2BpeyiwJOjoaCRleWO%2Bk0qh3wGcmRA86oL%2Bj2aLVkQ9ynqoe9k1N6Q6z7GAzfXKIlLwZO99FCxQBEq2aIA0du,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=%2FGCT9Yq6AgfNLQwrRZZRHrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CMr2ifGP64L08apJD%2FtaoSnji64GUKnRootU6OzrJucfdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89NEAC5ZP87SANtKT39DchbQIsoM7TK1i03yiiDPzRE%2BZYetGol6zHCqy%2BLPmofqyBDpEL32lUN5YQNtbnBUNqxmjBEBFio2j6791w6kcHddkA%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=SWpXYVREdxSlzAWRHLVykbTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuEtIwHRbnooeEYrcw04Az45LOZfFy%2Bo%2BpQ%2BUg27S%2FCmI%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=sfMlgwx9sm7gQZPbzVBoK7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CkvCmvhqw6i7SFg4FpJEkJALI8o3BDz0oP28Ji9jmNFjdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89P9acQHgnW00warB1FEouEip8dJProdpx6cK8z%2B5kpSb986OSAVlTKBbLOIE8zDGTqU1TsxtcNhEeFnG%2FkDdKtCDbnUPrJVJedeH7zNcsfEIfODumdwYef6TxxnsmmXzKZihF7e3o%2BthvM%2BYN5wonkErVxyJyKrtFUAWzzBtVmObHaeo9GUNM0pzLovfSDV5uuQZyFSMQleKDZnPNcsvEjjbkh9%2B1TNiQXhJZG9FBwmzj37qaOF8ouk1Nvl32rXylYyQC3%2BBpDfP6GB8bhE%2BgyOtDVEUom4dMluN6NVY1IqJEZ3EjYmM9b1h%2F9HtjYk8dzrWd76ZKS98zNsA5P9FuoZG%2F%2BZuY7Z2uZbzNElir1xBkkoQV%2BoCcKc51aVLSizCfJRLHLGgCtNt9jaG0BrxZr6IL%2F%2FmoLlpIK90rXx%2FLnFYjold5Z5T6kQjr8rOo7VnoaCgosGwcLMNo6zTQZSel11t9SiXJHL11ojEb6Rrv%2FfsN%2FUPKn62C3GQ59P2yPzeG4%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
COMT,http://www.keptprivate.com,36992,2017-11-25 4:01:29,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=sfMlgwx9sm7gQZPbzVBoK7TwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CkvCmvhqw6i7SFg4FpJEkJALI8o3BDz0oP28Ji9jmNFjdV743HQpAcPuiKVSjvYk5bQqHMTsj1XwuHbv31LKdYwZNXSk768LYerAK7RDE89NEAC5ZP87SANtKT39DchbQIsoM7TK1i03yiiDPzRE%2BZYetGol6zHCqy%2BLPmofqyBDpEL32lUN5YQNtbnBUNqxmjBEBFio2j6791w6kcHddkA%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.keptprivate.com,http://api.ooni.io/api/v1/measurement/temp-id-139144375
POLR,http://www.khilafah.com,36992,2017-11-25 4:02:03,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=9N6z4YIOJ%2FuE1WgA1ubEbLTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuefGshW5JOiArTW%2F1S4xth1lwK2lxbsKMA4Q%2Fcxf3BIY%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.khilafah.com,http://api.ooni.io/api/v1/measurement/temp-id-139144377
POLR,http://www.khilafah.com,36992,2017-11-25 4:02:03,http://notification.etisalat.com.eg/etisalat/notification/redirectionactions.html?ID=162?param=%2Bm8fWZMofdgVUrT6f5wtNrTwKFvpz3XDUFwPTFpAPr%2BTicKBh%2BLeR%2BK88te4nGDuug5oaoeXGVA5jyIdvIbP4hz%2BYJ49WsL5yAKKZau8W21GBl6QjfeAPSMZoBTiy2dadIUJ1ptbzVKGhNK%2F9qqRtrJOtsy4YIEZKYI%2FSBJP3QJtMez1fqQceRmOh2JwW75CcpqUI0WcMPSl9o79hJYlpQ3Ll%2BwRayYWhvieaaHmFl0nz%2FaBU6N9V3g7uYZ56rcC0TjTJ3pfSrZIJGNdBJg3PN9OBjHEJEja%2F%2BAIwrBwdvYGmuZuWZKMBlm59ZwJ8m1WH%2FKNTmEqx%2Baxt1pA2gKO2ggTAu1uNDX0qjyNyH1eYZ0kF99grcT%2FztI2RIfNXff8kzEno6uGODoczJu8%2BaB8i69eBIVqsCshEyPR3hvA6STygkqDGuxV561j4yqJOsrgp8I6PMtGlQQLUW1028u0EK8IcTFaT6NoXgpXgaOjf9zlTo6HXfaO10704HRyv4O%2BOYmvAxtRH14TrHCt0kwDogxlGcu0bxUEofE4qA2ExTBpad9feHWNJz%2Bk91G6XghxwI%2FMZ92%2FQIE2WGOTVw%2BwkX4rTUr6e%2BsfBeCJ2WY%2By%2B5RoSHFdEgTqJ39R84qRyQtw%2FaSBWYUzHhe1ey5vaxfKTr3apUio2shMGKke6x2ClsbG5K1RU%2BRW2aoSWnxy9jxZLVmjktvJYIY7HToOUWDWvR%2BXHelZxz1h5kB%2BZe0OSJBBUTm2tZynKKmc%2FcePtoLJmD%2BDbeiKTIfrP5h52f0vvewGQ7bv9EPw5Y9cV3eoRx3I5fgyn7iXETEjR5Oitj1JS8GTvfRQsUARKtmiANHbg%3D%3D,f,http-diff,https://explorer.ooni.torproject.org/measurement/20171125T010500Z_AS36992_2ricu22hGKqR36UbgG8ahpzQKfm601UvFmzCG47T0U2hauyFyR?input=http://www.khilafah.com,http://api.ooni.io/api/v1/measurement/temp-id-139144377
