,input,measurement_start_time,http_experiment_failure,blocking,report_id,probe_cc,probe_asn,input_name
885,http://cafefuerte.com/,2019-02-25 23:34:36,,http-diff,20190225T233443Z_AS27725_oxotLOFd2f7sMx8T9hhQ1pnTtQwjUH7o4F00qEuDrp1jWMzO7v,CU,AS27725,cafefuerte.com
883,http://www.therealcuba.com/,2019-02-25 23:34:36,,http-diff,20190225T233443Z_AS27725_oxotLOFd2f7sMx8T9hhQ1pnTtQwjUH7o4F00qEuDrp1jWMzO7v,CU,AS27725,therealcuba.com
687,http://www.diariodecuba.com/,2019-02-26 00:16:35,,http-diff,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,diariodecuba.com
692,http://www.therealcuba.com/,2019-02-26 00:16:35,,http-diff,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,therealcuba.com
691,https://www.cibercuba.com/,2019-02-26 00:16:35,connect_error,tcp_ip,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,cibercuba.com (https)
690,http://www.cibercuba.com/,2019-02-26 00:16:35,connect_error,tcp_ip,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,cibercuba.com
685,http://www.tremendanota.com/,2019-02-26 00:16:35,generic_timeout_error,tcp_ip,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,tremendanota.com
688,https://www.tremendanota.com/,2019-02-26 00:16:35,generic_timeout_error,tcp_ip,20190226T001655Z_AS27725_ik38loeCZFuMCpRTIv89050PuFyR2MU9UROnShKXbhZKdzdPEB,CU,AS27725,tremendanota.com (https)
200,https://www.cubanet.org/,2019-02-26 02:04:59,generic_timeout_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cubanet.org (https)
199,http://www.cubanet.org/,2019-02-26 02:04:59,generic_timeout_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cubanet.org
191,https://www.14ymedio.com/,2019-02-26 02:04:59,connect_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,14ymedio.com (https)
189,http://www.14ymedio.com/,2019-02-26 02:04:59,connect_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,14ymedio.com
165,http://www.cibercuba.com/,2019-02-26 02:04:59,connect_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cibercuba.com
174,http://therealcuba.com/,2019-02-26 02:04:59,,http-diff,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,therealcuba.com
169,http://cafefuerte.com/,2019-02-26 02:04:59,,http-diff,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cafefuerte.com
167,https://www.therealcuba.com/,2019-02-26 02:04:59,http_parser_error,http-failure,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,therealcuba.com (https)
157,http://www.tremendanota.com/,2019-02-26 02:04:59,generic_timeout_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,tremendanota.com
159,http://www.diariodecuba.com/,2019-02-26 02:04:59,,http-diff,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,diariodecuba.com
161,https://www.tremendanota.com/,2019-02-26 02:04:59,generic_timeout_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,tremendanota.com (https)
162,http://www.cibercuba.com/,2019-02-26 02:04:59,connect_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cibercuba.com
164,http://www.therealcuba.com/,2019-02-26 02:04:59,,http-diff,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,therealcuba.com
163,https://www.cibercuba.com/,2019-02-26 02:04:59,connect_error,tcp_ip,20190226T020511Z_AS27725_Iz9kwdd5NgF3jVSdIVVAokJkMyVo01UGMHqnhvxHuY3dBu8Cie,CU,AS27725,cibercuba.com (https)
