,measurement_start_time,anomaly,confirmed,report_id,probe_cc,probe_asn,test_name,test_runtime,input,domain,blocking,http_experiment_failure,dns_experiment_failure,control_failure,body_simhash,body_sha256,test_ip,client_resolver,control_ip,explorer_url
261,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a408>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
262,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a4c8>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
263,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a588>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
264,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a648>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
265,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a708>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
266,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a7c8>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
267,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a888>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
268,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552a948>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
269,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552aa08>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
270,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552aac8>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
271,2020-03-13 12:41:55,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,16.6834,http://www.rockstargames.com/,www.rockstargames.com,http-failure,http_too_many_redirects,,,0.0,<memory at 0x7f367552ab88>,['23.74.221.131'],203.81.65.86,['104.73.54.83'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.rockstargames.com%2F
272,2020-03-13 12:40:36,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,4.62232,https://www.cbbank.com.mm/en,www.cbbank.com.mm,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['122.248.120.190'],203.81.65.86,['122.248.120.190'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.cbbank.com.mm%2Fen
273,2020-03-13 12:37:19,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,4.81451,http://astalavista.box.sk/,astalavista.box.sk,false,connection_refused,,,,,['88.212.29.3'],203.81.65.86,['88.212.29.3'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fastalavista.box.sk%2F
274,2020-03-13 12:37:01,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,1.73886,https://bebo.com/,bebo.com,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fbebo.com%2F
275,2020-03-13 12:28:43,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,1.46391,http://imesh.com/,imesh.com,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fimesh.com%2F
276,2020-03-13 12:25:40,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,43.1919,https://www.myanmar-housing.com/,www.myanmar-housing.com,tcp_ip,generic_timeout_error,,,,,['153.122.52.133'],203.81.65.86,['153.122.52.133'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.myanmar-housing.com%2F
277,2020-03-13 12:26:13,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,3.09958,https://getlantern.org/,getlantern.org,http-failure,ssl_error: error:14004438:SSL routines:CONNECT_CR_SRVR_HELLO:tlsv1 alert internal error,,,,,"['13.225.161.114', '13.225.161.123', '13.225.161.33', '13.225.161.65', '3.13.31.214']",203.81.65.86,"['3.13.31.214', '54.192.87.129', '54.192.87.26', '54.192.87.50', '54.192.87.91']",https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fgetlantern.org%2F
278,2020-03-13 12:24:09,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,44.689,http://www.breastenlargementmagazine.com/,www.breastenlargementmagazine.com,tcp_ip,generic_timeout_error,,,,,['209.61.197.194'],203.81.65.86,['209.61.197.194'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.breastenlargementmagazine.com%2F
279,2020-03-13 12:58:37,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,71.7094,http://www.43things.com/,www.43things.com,,generic_timeout_error,,generic_timeout_error,,,['34.199.145.75'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.43things.com%2F
280,2020-03-13 12:59:07,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,1.64623,http://www.blacksandjews.com/Welcome.html,www.blacksandjews.com,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.blacksandjews.com%2FWelcome.html
281,2020-03-13 12:57:47,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,37.1565,http://crackspider.net/,crackspider.net,,dns_lookup_error,,generic_timeout_error,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fcrackspider.net%2F
282,2020-03-13 12:56:22,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,7.53768,https://www.ptd.gov.mm/,www.ptd.gov.mm,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['103.89.48.15'],203.81.65.86,['103.89.48.15'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.ptd.gov.mm%2F
283,2020-03-13 12:55:08,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,72.0801,https://www.seapa.org/,www.seapa.org,,generic_timeout_error,,generic_timeout_error,,,['139.162.150.24'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.seapa.org%2F
284,2020-03-13 12:52:22,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,3.69132,http://www.asia247.tv/,www.asia247.tv,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.asia247.tv%2F
285,2020-03-13 12:50:40,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,2.09578,http://voice.yahoo.jajah.com/,voice.yahoo.jajah.com,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fvoice.yahoo.jajah.com%2F
286,2020-03-13 12:49:18,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,44.6793,https://mastodon.sdf.org/,mastodon.sdf.org,tcp_ip,generic_timeout_error,,,,,['66.148.112.151'],203.81.65.86,['66.148.112.151'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fmastodon.sdf.org%2F
287,2020-03-13 12:47:27,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,1.95462,http://www.dd-rd.ca/,www.dd-rd.ca,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.dd-rd.ca%2F
288,2020-03-13 12:22:09,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,74.9523,http://www.hittaing.org/,www.hittaing.org,,dns_lookup_error,,generic_timeout_error,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.hittaing.org%2F
289,2020-03-13 12:12:05,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,19.5549,https://www.hackcanada.com/,www.hackcanada.com,false,connect_error,,,,,"['198.54.117.210', '198.54.117.211', '198.54.117.212', '198.54.117.215', '198.54.117.216', '198.54.117.217', '198.54.117.218']",203.81.65.86,"['198.54.117.210', '198.54.117.211', '198.54.117.212', '198.54.117.215', '198.54.117.216', '198.54.117.217', '198.54.117.218']",https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.hackcanada.com%2F
290,2020-03-13 12:07:36,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,4.91686,https://pyidaungsu.hluttaw.mm/,pyidaungsu.hluttaw.mm,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['139.162.54.215'],203.81.65.86,['139.162.54.215'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fpyidaungsu.hluttaw.mm%2F
291,2020-03-13 12:06:37,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,4.1986,https://www.engenderhealth.org/,www.engenderhealth.org,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['72.47.244.98'],203.81.65.86,['72.47.244.98'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fwww.engenderhealth.org%2F
292,2020-03-13 12:34:35,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,36.0979,http://debate.org.uk/,debate.org.uk,,dns_lookup_error,,generic_timeout_error,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fdebate.org.uk%2F
293,2020-03-13 12:34:50,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,5.3978,http://www.webspawner.com/,www.webspawner.com,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['35.203.45.126'],203.81.65.86,['35.203.45.126'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.webspawner.com%2F
294,2020-03-13 12:34:34,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,15.9186,http://www.familycareintl.org/,www.familycareintl.org,false,host_unreachable,,,,,['207.58.191.14'],203.81.65.86,['207.58.191.14'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.familycareintl.org%2F
295,2020-03-13 12:31:51,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,2.1113,http://home.absdf8888.org/,home.absdf8888.org,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fhome.absdf8888.org%2F
296,2020-03-13 12:29:02,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,72.1112,http://www.xfocus.org/,www.xfocus.org,,generic_timeout_error,,generic_timeout_error,,,['110.84.129.183'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.xfocus.org%2F
297,2020-03-13 11:58:05,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,37.3737,http://www.teenhealthfx.com/,www.teenhealthfx.com,dns,dns_lookup_error,,,,,,203.81.65.86,['198.140.183.58'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.teenhealthfx.com%2F
298,2020-03-13 11:56:27,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,41.3035,http://www.gamenode.com/,www.gamenode.com,false,generic_timeout_error,,,,,['173.255.141.6'],203.81.65.86,['173.255.141.6'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.gamenode.com%2F
299,2020-03-13 11:56:06,True,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,42.7562,http://www.drugsense.org/,www.drugsense.org,tcp_ip,generic_timeout_error,,,,,['67.223.102.139'],203.81.65.86,['67.223.102.139'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.drugsense.org%2F
300,2020-03-13 11:53:39,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,1.86071,http://www.malware.com/,www.malware.com,false,dns_lookup_error,,,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.malware.com%2F
301,2020-03-13 11:52:15,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,53.5887,http://earth-liberation-front.org/,earth-liberation-front.org,,dns_lookup_error,,generic_timeout_error,,,,203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fearth-liberation-front.org%2F
302,2020-03-13 11:51:38,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,71.0909,http://www.law-lib.utoronto.ca/Diana/,www.law-lib.utoronto.ca,,generic_timeout_error,,generic_timeout_error,,,['128.100.167.100'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.law-lib.utoronto.ca%2FDiana%2F
303,2020-03-13 11:51:16,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,71.7895,http://www.twistedinternet.com/,www.twistedinternet.com,,generic_timeout_error,,generic_timeout_error,,,['66.35.91.67'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=http%3A%2F%2Fwww.twistedinternet.com%2F
304,2020-03-13 11:51:08,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,3.92785,https://qibla.com/,qibla.com,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['50.116.60.196'],203.81.65.86,['50.116.60.196'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fqibla.com%2F
305,2020-03-13 11:49:38,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,4.49228,https://2600.org/,2600.org,false,ssl_error: error:14007086:SSL routines:CONNECT_CR_CERT:certificate verify failed,,,,,['166.84.5.162'],203.81.65.86,['166.84.5.162'],https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2F2600.org%2F
306,2020-03-13 11:48:35,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,48.179,https://ooredoo.com.mm/portal/en/index,ooredoo.com.mm,,http_too_many_redirects,,generic_timeout_error,-8.891208428471925e+18,<memory at 0x7f367552ac48>,['103.242.99.6'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fooredoo.com.mm%2Fportal%2Fen%2Findex
307,2020-03-13 11:48:35,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,48.179,https://ooredoo.com.mm/portal/en/index,ooredoo.com.mm,,http_too_many_redirects,,generic_timeout_error,0.0,<memory at 0x7f367552ad08>,['103.242.99.6'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fooredoo.com.mm%2Fportal%2Fen%2Findex
308,2020-03-13 11:48:35,,,20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu,MM,9988,web_connectivity,48.179,https://ooredoo.com.mm/portal/en/index,ooredoo.com.mm,,http_too_many_redirects,,generic_timeout_error,-8.771252381542497e+18,<memory at 0x7f367552adc8>,['103.242.99.6'],203.81.65.86,,https://explorer.ooni.org/measurement/20200313T110351Z_AS9988_TzkOe0saCR2mszvZ81AAkt3r5VXOpMZOIqyFQZXFXYMxn4ZpIu?input=https%3A%2F%2Fooredoo.com.mm%2Fportal%2Fen%2Findex
