a_probe_asn,input,calc_blockpage,catcode,a_test_start_time
AS23674,http://www.playboy.com,not-blocked,PORN,8
AS23674,http://www.purextc.com,id-micronet-0,PORN,32
AS23674,http://www.purextc.com,id-surf-safe-0,PORN,32
AS23674,http://www.purextc.com,not-blocked,PORN,2
AS23674,http://www.sex.com,id-micronet-0,PORN,32
AS23674,http://www.sex.com,id-surf-safe-0,PORN,33
AS23674,http://www.sex.com,not-blocked,PORN,1
AS23674,http://www.wetplace.com,id-micronet-0,PORN,32
AS23674,http://www.wetplace.com,id-surf-safe-0,PORN,6
AS23674,http://www.wetplace.com,not-blocked,PORN,29
AS23674,http://www.worldsex.com,id-micronet-0,PORN,32
AS23674,http://www.worldsex.com,id-surf-safe-0,PORN,33
AS23674,http://www.worldsex.com,not-blocked,PORN,2
AS23674,http://www.youngerbabes.com,id-micronet-0,PORN,32
AS23674,http://www.youngerbabes.com,id-surf-safe-0,PORN,32
AS23674,http://www.youngerbabes.com,not-blocked,PORN,2
AS23674,http://xhamster.com,id-micronet-0,PORN,32
AS23674,http://xhamster.com,not-blocked,PORN,24
AS23674,http://xvideos.com,id-micronet-0,PORN,32
AS23674,http://xvideos.com,id-surf-safe-0,PORN,33
AS23674,http://xvideos.com,not-blocked,PORN,2
AS23674,http://youjizz.com,id-micronet-0,PORN,32
AS23674,http://youjizz.com,id-surf-safe-0,PORN,33
AS23674,http://youjizz.com,not-blocked,PORN,2
AS23674,http://youporn.com,id-micronet-0,PORN,32
AS23674,http://youporn.com,id-surf-safe-0,PORN,33
AS23674,http://youporn.com,not-blocked,PORN,2
AS24499,http://alt.com,id-surf-safe-0,PORN,1
AS24499,http://www.amateurpages.com,id-surf-safe-0,PORN,1
AS24499,http://www.femalestars.com,not-blocked,PORN,1
AS24499,http://www.hustler.com,not-blocked,PORN,1
AS24499,http://www.lesbiansubmission.com,not-blocked,PORN,1
AS24499,http://www.naughty.com,id-surf-safe-0,PORN,1
AS24499,http://youporn.com,not-blocked,PORN,1
AS36351,http://www.femalestars.com,not-blocked,PORN,1
AS36351,http://www.playboy.com,not-blocked,PORN,1
AS38547,http://www.fuckingfreemovies.com,not-blocked,PORN,1
AS45595,http://8thstreetlatinas.com,not-blocked,PORN,1
AS45595,http://www.89.com,not-blocked,PORN,2
AS45595,http://www.babylon-x.com,not-blocked,PORN,85
AS45595,http://www.famouspornstars.com,not-blocked,PORN,1
AS45595,http://www.gotgayporn.com,not-blocked,PORN,1
AS45595,http://www.lesbiansubmission.com,not-blocked,PORN,188
AS45669,http://8thstreetlatinas.com,id-surf-safe-0,PORN,1
AS45669,http://pornhub.com,id-surf-safe-0,PORN,1
AS45773,http://www.youporn.com/,id-surf-safe-0,PORN,1
AS55714,http://8thstreetlatinas.com,not-blocked,PORN,1
AS55714,http://bravotube.net,not-blocked,PORN,1
AS55714,http://famousnudes.com,not-blocked,PORN,1
AS55714,http://hotgaylist.com,not-blocked,PORN,1
AS55714,http://www.penisbot.com,not-blocked,PORN,1
AS55714,http://www.wetplace.com,not-blocked,PORN,1
AS59257,http://alt.com,id-surf-safe-0,PORN,1
AS59257,http://famousnudes.com,not-blocked,PORN,1
AS59257,http://www.famouspornstars.com,not-blocked,PORN,1
AS59257,http://www.sex.com,id-surf-safe-0,PORN,1
AS59257,http://www.wetplace.com,not-blocked,PORN,1
AS9260,http://8thstreetlatinas.com,not-blocked,PORN,1
AS9260,http://beeg.com,not-blocked,PORN,1
AS9260,http://bravotube.net,not-blocked,PORN,2
AS9260,http://coolgaylinks.com,not-blocked,PORN,1
AS9260,http://famousnudes.com,not-blocked,PORN,1
AS9260,http://hardsextube.com,not-blocked,PORN,1
AS9260,http://manhub.com,not-blocked,PORN,2
AS9260,http://rockettube.com,not-blocked,PORN,2
AS9260,http://spankwire.com,not-blocked,PORN,1
AS9260,http://www.89.com,not-blocked,PORN,2
AS9260,http://www.amateurpages.com,not-blocked,PORN,1
AS9260,http://www.ashemaletube.com,not-blocked,PORN,1
AS9260,http://www.crazyshit.com,not-blocked,PORN,1
AS9260,http://www.gotgayporn.com,not-blocked,PORN,1
AS9260,http://www.hustler.com,not-blocked,PORN,2
AS9260,http://www.naughty.com,not-blocked,PORN,1
AS9260,http://www.penisbot.com,not-blocked,PORN,1
AS9260,http://www.penthouse.com,not-blocked,PORN,1
AS9260,http://www.persiankitty.com,not-blocked,PORN,2
AS9260,http://www.playboy.com,not-blocked,PORN,1
AS9260,http://www.sex.com,not-blocked,PORN,1
AS9260,http://www.worldsex.com,not-blocked,PORN,2
AS9260,http://www.youngerbabes.com,not-blocked,PORN,1
AS9260,http://xvideos.com,not-blocked,PORN,2
AS9260,http://youjizz.com,not-blocked,PORN,1
AS9260,http://youporn.com,not-blocked,PORN,1
AS9541,http://www.crazyshit.com,not-blocked,PORN,1
AS9541,http://www.hereistheporn.com,not-blocked,PORN,1
AS23674,http://www.3wishes.com,id-surf-safe-0,PROV,2
AS23674,http://www.3wishes.com,not-blocked,PROV,60
AS23674,http://www.purenudism.net,id-micronet-0,PROV,32
AS23674,http://www.purenudism.net,id-surf-safe-0,PROV,34
AS23674,http://www.purenudism.net,not-blocked,PROV,1
AS24499,http://www.3wishes.com,not-blocked,PROV,1
AS24499,http://www.purenudism.net,not-blocked,PROV,1
AS9260,http://www.3wishes.com,not-blocked,PROV,2
AS9260,http://www.purenudism.net,not-blocked,PROV,1
AS23674,http://www.altpenis.com,id-surf-safe-0,PUBH,2
AS23674,http://www.altpenis.com,not-blocked,PUBH,62
AS23674,http://www.implantinfo.com,id-surf-safe-0,PUBH,2
AS23674,http://www.implantinfo.com,not-blocked,PUBH,61
AS23674,http://www.no-porn.com,id-surf-safe-0,PUBH,57
AS23674,http://www.no-porn.com,not-blocked,PUBH,12
AS36351,http://www.implantinfo.com,not-blocked,PUBH,1
AS45595,http://www.no-porn.com,not-blocked,PUBH,198
AS45814,http://www.no-porn.com,not-blocked,PUBH,1
AS55714,http://www.altpenis.com,not-blocked,PUBH,1
AS59257,http://www.altpenis.com,not-blocked,PUBH,1
AS9260,http://www.altpenis.com,not-blocked,PUBH,2
AS0,http://www.prophetofdoom.net,not-blocked,REL,1
AS23674,http://atheism.about.com/od/prophetmuhammadofislam/ig/Muhammad-Drawings-Pictures/,id-surf-safe-0,REL,24
AS23674,http://atheism.about.com/od/prophetmuhammadofislam/ig/Muhammad-Drawings-Pictures/,not-blocked,REL,17
AS23674,http://dreamdogsart.typepad.com/art/2010/05/lars-vilks-muhammad-cartoon-dog-artist-attacked.html,id-surf-safe-0,REL,67
AS23674,http://dreamdogsart.typepad.com/art/2010/05/lars-vilks-muhammad-cartoon-dog-artist-attacked.html,not-blocked,REL,7
AS23674,http://en.wikipedia.org/wiki/Everybody_Draw_Mohammed_Day,id-surf-safe-0,REL,67
AS23674,http://en.wikipedia.org/wiki/Everybody_Draw_Mohammed_Day,not-blocked,REL,7
AS23674,http://en.wikipedia.org/wiki/File:Jyllands-Posten-pg3-article-in-Sept-30-2005-edition-of-KulturWeekend-entitled-Muhammeds-ansigt.png,id-surf-safe-0,REL,68
AS23674,http://en.wikipedia.org/wiki/File:Jyllands-Posten-pg3-article-in-Sept-30-2005-edition-of-KulturWeekend-entitled-Muhammeds-ansigt.png,not-blocked,REL,6
AS23674,http://en.wikipedia.org/wiki/Jyllands-Posten_Muhammad_cartoons_controversy,id-surf-safe-0,REL,65
AS23674,http://en.wikipedia.org/wiki/Jyllands-Posten_Muhammad_cartoons_controversy,not-blocked,REL,9
AS23674,http://en.wikipedia.org/wiki/Lars_Vilks_Muhammad_drawings_controversy,id-surf-safe-0,REL,66
AS23674,http://en.wikipedia.org/wiki/Lars_Vilks_Muhammad_drawings_controversy,not-blocked,REL,8
AS23674,http://en.wikipedia.org/wiki/Mohammad,id-surf-safe-0,REL,66
AS23674,http://en.wikipedia.org/wiki/Mohammad,not-blocked,REL,8
AS23674,http://en.wikipedia.org/wiki/Muhammad,id-surf-safe-0,REL,67
AS23674,http://en.wikipedia.org/wiki/Muhammad,not-blocked,REL,7
AS23674,http://en.wikipedia.org/wiki/gabriel,id-surf-safe-0,REL,65
AS23674,http://en.wikipedia.org/wiki/gabriel,not-blocked,REL,9
AS23674,http://europenews.dk/en/node/32286,id-surf-safe-0,REL,59
AS23674,http://europenews.dk/en/node/32286,not-blocked,REL,15
AS23674,http://everybodydrawmohammedday.wordpress.com,id-surf-safe-0,REL,4
AS23674,http://everybodydrawmohammedday.wordpress.com,not-blocked,REL,65
AS23674,http://face-of-muhammed.blogspot.com,id-micronet-0,REL,33
AS23674,http://face-of-muhammed.blogspot.com,id-surf-safe-0,REL,8
AS23674,http://face-of-muhammed.blogspot.com,not-blocked,REL,32
AS23674,http://friendlyatheist.com/2010/05/20/draw-muhammad-day-a-compilation/,id-surf-safe-0,REL,51
AS23674,http://friendlyatheist.com/2010/05/20/draw-muhammad-day-a-compilation/,not-blocked,REL,23
AS23674,http://islam-watch.org,id-surf-safe-0,REL,66
AS23674,http://islam-watch.org,not-blocked,REL,7
AS23674,http://islamizationwatch.blogspot.com/2010/04/everybody-draw-mohammed-day-grows-in.html,id-surf-safe-0,REL,12
AS23674,http://islamizationwatch.blogspot.com/2010/04/everybody-draw-mohammed-day-grows-in.html,not-blocked,REL,56
AS23674,http://twitter.com/MuhammadtheProp,id-surf-safe-0,REL,2
AS23674,http://twitter.com/MuhammadtheProp,not-blocked,REL,69
AS23674,http://twitter.com/ProphetMuhammad,id-surf-safe-0,REL,61
AS23674,http://twitter.com/ProphetMuhammad,not-blocked,REL,10
AS23674,http://www.abovetopsecret.com/forum/thread564561/pg1,id-surf-safe-0,REL,37
AS23674,http://www.abovetopsecret.com/forum/thread564561/pg1,not-blocked,REL,1
AS23674,http://www.bibleprobe.com/muhammad-cartoons.htm,id-surf-safe-0,REL,61
AS23674,http://www.bibleprobe.com/muhammad-cartoons.htm,not-blocked,REL,7
AS23674,http://www.buzzfeed.com/robertlangdon/the-prophet-muhammad-in-a-bear-suit-express-you,id-surf-safe-0,REL,5
AS23674,http://www.buzzfeed.com/robertlangdon/the-prophet-muhammad-in-a-bear-suit-express-you,not-blocked,REL,58
AS23674,http://www.cagle.com/news/muhammad/,id-surf-safe-0,REL,61
AS23674,http://www.cagle.com/news/muhammad/,not-blocked,REL,7
AS23674,http://www.drawmohammed.com,id-surf-safe-0,REL,3
AS23674,http://www.drawmohammed.com,not-blocked,REL,59
AS23674,http://www.islam-watch.org,id-surf-safe-0,REL,61
AS23674,http://www.islam-watch.org,not-blocked,REL,7
AS23674,http://www.jihadwatch.org,id-micronet-0,REL,65
AS23674,http://www.jihadwatch.org,not-blocked,REL,70
AS23674,http://www.prophetofdoom.net,id-surf-safe-0,REL,57
AS23674,http://www.prophetofdoom.net,not-blocked,REL,10
AS23674,http://www.sodahead.com/united-states/seattle-cartoonist-launches-everybody-draw-mohammed-day-you-in/question-984209/,id-surf-safe-0,REL,3
AS23674,http://www.sodahead.com/united-states/seattle-cartoonist-launches-everybody-draw-mohammed-day-you-in/question-984209/,not-blocked,REL,65
AS23674,http://www.youtube.com/watch?v=0T9UhBhTl9Q&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=0T9UhBhTl9Q&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=1Wu5e50zrPA&feature=fvst,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=1Wu5e50zrPA&feature=fvst,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=2L2ouAN770U&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=2L2ouAN770U&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=3sD-1-1sbik,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=3sD-1-1sbik,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=43LMQXYhyt0&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=43LMQXYhyt0&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=AMRaxkgCUfI&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=AMRaxkgCUfI&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=KlYLKf4q2rg,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=KlYLKf4q2rg,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=LyKdYTzMqWo&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=LyKdYTzMqWo&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=OMz0aIM2_sM,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=OMz0aIM2_sM,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=XJMlgmwHN9E,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=XJMlgmwHN9E,not-blocked,REL,37
AS23674,http://www.youtube.com/watch?v=Zsv1SToU1xo&feature=related,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=Zsv1SToU1xo&feature=related,not-blocked,REL,37
AS23674,http://www.youtube.com/watch?v=a4yfG5dAZdU,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=a4yfG5dAZdU,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=hKJtedW9KN4&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=hKJtedW9KN4&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=nycuLpw0VV8&feature=related,id-surf-safe-0,REL,30
AS23674,http://www.youtube.com/watch?v=nycuLpw0VV8&feature=related,not-blocked,REL,38
AS23674,http://www.youtube.com/watch?v=pDrti5T93T8,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=pDrti5T93T8,not-blocked,REL,37
AS23674,http://www.youtube.com/watch?v=s5rPSTLy394&NR=1,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=s5rPSTLy394&NR=1,not-blocked,REL,37
AS23674,http://www.youtube.com/watch?v=s5rPSTLy394&feature=related?http://www.xroxy.com/,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=s5rPSTLy394&feature=related?http://www.xroxy.com/,not-blocked,REL,37
AS23674,http://www.youtube.com/watch?v=z7ok4njJXI8,id-surf-safe-0,REL,31
AS23674,http://www.youtube.com/watch?v=z7ok4njJXI8,not-blocked,REL,37
AS23674,http://www.zimbio.com/War+on+Terrorism/articles/6NAIGjWobep/WASHINGTON+POST+Seattle+cartoonist+Molly+Norris,id-surf-safe-0,REL,5
AS23674,http://www.zimbio.com/War+on+Terrorism/articles/6NAIGjWobep/WASHINGTON+POST+Seattle+cartoonist+Molly+Norris,not-blocked,REL,58
AS23674,http://www.zombietime.com/mohammed_image_archive/,id-surf-safe-0,REL,60
AS23674,http://www.zombietime.com/mohammed_image_archive/,not-blocked,REL,8
AS23674,https://barenakedislam.wordpress.com/2010/05/02/muslim-hackers-get-their-filthy-finger-licken-hands-on-kfc-website/,id-surf-safe-0,REL,28
AS24499,http://www.prophetofdoom.net,id-surf-safe-0,REL,1
AS38710,http://www.jihadwatch.org,not-blocked,REL,1
AS45595,http://dreamdogsart.typepad.com/art/2010/05/lars-vilks-muhammad-cartoon-dog-artist-attacked.html,not-blocked,REL,196
AS45595,http://en.wikipedia.org/wiki/Everybody_Draw_Mohammed_Day,not-blocked,REL,198
AS45595,http://en.wikipedia.org/wiki/File:Jyllands-Posten-pg3-article-in-Sept-30-2005-edition-of-KulturWeekend-entitled-Muhammeds-ansigt.png,not-blocked,REL,171
AS45595,http://en.wikipedia.org/wiki/Jyllands-Posten_Muhammad_cartoons_controversy,not-blocked,REL,172
AS45595,http://en.wikipedia.org/wiki/Lars_Vilks_Muhammad_drawings_controversy,not-blocked,REL,199
AS45595,http://en.wikipedia.org/wiki/Mohammad,not-blocked,REL,200
AS45595,http://en.wikipedia.org/wiki/Muhammad,not-blocked,REL,174
AS45595,http://en.wikipedia.org/wiki/gabriel,not-blocked,REL,173
AS45595,http://everybodydrawmohammedday.wordpress.com,not-blocked,REL,193
AS45595,http://islamizationwatch.blogspot.com/2010/04/everybody-draw-mohammed-day-grows-in.html,not-blocked,REL,196
AS45595,http://twitter.com/MuhammadtheProp,not-blocked,REL,196
AS45595,http://twitter.com/ProphetMuhammad,not-blocked,REL,196
AS45595,http://www.abovetopsecret.com/forum/thread564561/pg1,not-blocked,REL,196
AS45595,http://www.bibleprobe.com/muhammad-cartoons.htm,not-blocked,REL,195
AS45595,http://www.buzzfeed.com/robertlangdon/the-prophet-muhammad-in-a-bear-suit-express-you,not-blocked,REL,169
AS45595,http://www.drawmohammed.com,not-blocked,REL,195
AS45595,http://www.youtube.com/watch?v=0T9UhBhTl9Q&feature=related,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=1Wu5e50zrPA&feature=fvst,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=2L2ouAN770U&feature=related,not-blocked,REL,166
AS45595,http://www.youtube.com/watch?v=3sD-1-1sbik,not-blocked,REL,164
AS45595,http://www.youtube.com/watch?v=43LMQXYhyt0&feature=related,not-blocked,REL,165
AS45595,http://www.youtube.com/watch?v=AMRaxkgCUfI&feature=related,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=KlYLKf4q2rg,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=LyKdYTzMqWo&feature=related,not-blocked,REL,164
AS45595,http://www.youtube.com/watch?v=OMz0aIM2_sM,not-blocked,REL,163
AS45595,http://www.youtube.com/watch?v=XJMlgmwHN9E,not-blocked,REL,163
AS45595,http://www.youtube.com/watch?v=Zsv1SToU1xo&feature=related,not-blocked,REL,164
AS45595,http://www.youtube.com/watch?v=a4yfG5dAZdU,not-blocked,REL,193
AS45595,http://www.youtube.com/watch?v=hKJtedW9KN4&feature=related,not-blocked,REL,165
AS45595,http://www.youtube.com/watch?v=nycuLpw0VV8&feature=related,not-blocked,REL,193
AS45595,http://www.youtube.com/watch?v=pDrti5T93T8,not-blocked,REL,163
AS45595,http://www.youtube.com/watch?v=s5rPSTLy394&NR=1,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=s5rPSTLy394&feature=related?http://www.xroxy.com/,not-blocked,REL,194
AS45595,http://www.youtube.com/watch?v=z7ok4njJXI8,not-blocked,REL,164
AS45595,http://www.zimbio.com/War+on+Terrorism/articles/6NAIGjWobep/WASHINGTON+POST+Seattle+cartoonist+Molly+Norris,not-blocked,REL,194
AS45814,http://www.prophetofdoom.net,not-blocked,REL,1
AS59257,http://www.prophetofdoom.net,not-blocked,REL,1
AS9260,http://www.jihadwatch.org,not-blocked,REL,1
AS0,http://www.itsyoursexlife.com,not-blocked,XED,2
AS23674,http://www.itsyoursexlife.com,id-surf-safe-0,XED,4
AS23674,http://www.itsyoursexlife.com,not-blocked,XED,64
AS23674,http://www.scarleteen.com,id-micronet-0,XED,32
AS23674,http://www.scarleteen.com,id-surf-safe-0,XED,13
AS23674,http://www.scarleteen.com,not-blocked,XED,22
AS23674,http://www.sexualhealth.com,id-surf-safe-0,XED,8
AS23674,http://www.sexualhealth.com,not-blocked,XED,59
AS24499,http://www.scarleteen.com,id-surf-safe-0,XED,1
AS36351,http://www.itsyoursexlife.com,not-blocked,XED,1
AS9260,http://www.scarleteen.com,id-surf-safe-0,XED,1
AS9260,http://www.scarleteen.com,not-blocked,XED,1
AS9541,http://www.itsyoursexlife.com,not-blocked,XED,1
