,measurement_start_time,as_holder,probe_asn,input,domain,explorer_url,probe_cc,False,dns,false,http-diff,http-failure,tcp_ip
982,2020-02-11 21:33:13,MOBINNET-AS - Mobin Net Communication Company (Private Joint Stock),50810,http://baoba.org/,baoba.org,https://explorer.ooni.io/measurement/20200215T075729Z_AS50810_cSNaRUAFTxO1sVQ58SUs247xI4KR10KWVi0mceooBqY2Qu9JL3?input=http%3A%2F%2Fbaoba.org%2F,IR,1,0,0,0,0,0
983,2020-02-11 21:33:17,MOBINNET-AS - Mobin Net Communication Company (Private Joint Stock),50810,http://www.ynbu.com/,www.ynbu.com,https://explorer.ooni.io/measurement/20200215T075729Z_AS50810_cSNaRUAFTxO1sVQ58SUs247xI4KR10KWVi0mceooBqY2Qu9JL3?input=http%3A%2F%2Fwww.ynbu.com%2F,IR,1,0,0,0,0,0
984,2020-02-11 21:34:59,MOBINNET-AS - Mobin Net Communication Company (Private Joint Stock),50810,http://k-b.ir/,k-b.ir,https://explorer.ooni.io/measurement/20200215T075729Z_AS50810_cSNaRUAFTxO1sVQ58SUs247xI4KR10KWVi0mceooBqY2Qu9JL3?input=http%3A%2F%2Fk-b.ir%2F,IR,1,0,0,0,0,0
985,2020-02-11 21:35:09,MOBINNET-AS - Mobin Net Communication Company (Private Joint Stock),50810,https://zanantv.net/,zanantv.net,https://explorer.ooni.io/measurement/20200215T075729Z_AS50810_cSNaRUAFTxO1sVQ58SUs247xI4KR10KWVi0mceooBqY2Qu9JL3?input=https%3A%2F%2Fzanantv.net%2F,IR,1,0,0,0,0,0
986,2020-02-11 21:44:02,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://panties.com/,panties.com,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=https%3A%2F%2Fpanties.com%2F,IR,0,0,0,0,1,0
987,2020-02-11 21:44:02,IRANCELL-AS - Iran Cell Service and Communication Company,44244,http://www.bbc.com/,www.bbc.com,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=http%3A%2F%2Fwww.bbc.com%2F,IR,0,1,0,0,0,0
988,2020-02-11 21:44:06,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.thetrevorproject.org/,www.thetrevorproject.org,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=https%3A%2F%2Fwww.thetrevorproject.org%2F,IR,0,0,0,0,1,0
989,2020-02-11 21:44:23,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://3docean.net/,3docean.net,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=https%3A%2F%2F3docean.net%2F,IR,0,0,0,0,1,0
990,2020-02-11 21:44:37,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.asstr.org/,www.asstr.org,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=https%3A%2F%2Fwww.asstr.org%2F,IR,0,0,0,0,1,0
991,2020-02-11 21:44:44,IRANCELL-AS - Iran Cell Service and Communication Company,44244,http://www.topdrawers.com/,www.topdrawers.com,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=http%3A%2F%2Fwww.topdrawers.com%2F,IR,0,1,0,0,0,0
992,2020-02-11 21:44:56,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.iranhumanrights.org/,www.iranhumanrights.org,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=https%3A%2F%2Fwww.iranhumanrights.org%2F,IR,0,1,0,0,0,0
993,2020-02-11 21:45:12,IRANCELL-AS - Iran Cell Service and Communication Company,44244,http://www.sportsinteraction.com/,www.sportsinteraction.com,https://explorer.ooni.io/measurement/20200211T214403Z_AS44244_W9pgPHAiDsTMD5GY6FxCpB6vRGE6lOR1djqrTn2IPLZylhstKM?input=http%3A%2F%2Fwww.sportsinteraction.com%2F,IR,0,0,0,0,0,1
994,2020-02-12 07:43:12,DCI-AS - Information Technology Company (ITC),12880,https://www.blogger.com/,www.blogger.com,https://explorer.ooni.io/measurement/20200212T074244Z_AS12880_Z0N7R0XEhwdN8BFsacCYULVHeXHnI4S0gPSOHhcR160xYqgr26?input=https%3A%2F%2Fwww.blogger.com%2F,IR,0,0,0,0,1,0
995,2020-02-12 07:43:12,DCI-AS - Information Technology Company (ITC),12880,https://2600.org/,2600.org,https://explorer.ooni.io/measurement/20200212T074244Z_AS12880_Z0N7R0XEhwdN8BFsacCYULVHeXHnI4S0gPSOHhcR160xYqgr26?input=https%3A%2F%2F2600.org%2F,IR,0,1,0,0,0,0
996,2020-02-12 09:57:52,PARSONLINE - Pars Online PJS,16322,http://www.radicalparty.org/,www.radicalparty.org,https://explorer.ooni.io/measurement/20200212T095821Z_AS16322_EfliqdFaxykzhh8XIkwKPhLUBmpBlC0fhvyAzBlpsVi4opZcEe?input=http%3A%2F%2Fwww.radicalparty.org%2F,IR,1,0,0,0,0,0
997,2020-02-12 09:58:10,PARSONLINE - Pars Online PJS,16322,https://www.beytoote.com/,www.beytoote.com,https://explorer.ooni.io/measurement/20200212T095821Z_AS16322_EfliqdFaxykzhh8XIkwKPhLUBmpBlC0fhvyAzBlpsVi4opZcEe?input=https%3A%2F%2Fwww.beytoote.com%2F,IR,0,0,0,0,1,0
998,2020-02-12 09:58:29,PARSONLINE - Pars Online PJS,16322,https://www.boi.org.il/en/Pages/Default.aspx/,www.boi.org.il,https://explorer.ooni.io/measurement/20200212T095821Z_AS16322_EfliqdFaxykzhh8XIkwKPhLUBmpBlC0fhvyAzBlpsVi4opZcEe?input=https%3A%2F%2Fwww.boi.org.il%2Fen%2FPages%2FDefault.aspx%2F,IR,0,0,0,0,1,0
999,2020-02-12 09:58:31,PARSONLINE - Pars Online PJS,16322,https://www.liveleak.com/,www.liveleak.com,https://explorer.ooni.io/measurement/20200212T095821Z_AS16322_EfliqdFaxykzhh8XIkwKPhLUBmpBlC0fhvyAzBlpsVi4opZcEe?input=https%3A%2F%2Fwww.liveleak.com%2F,IR,0,0,0,0,1,0
1000,2020-02-12 09:58:40,PARSONLINE - Pars Online PJS,16322,https://iranhr.net/fa/,iranhr.net,https://explorer.ooni.io/measurement/20200212T095821Z_AS16322_EfliqdFaxykzhh8XIkwKPhLUBmpBlC0fhvyAzBlpsVi4opZcEe?input=https%3A%2F%2Firanhr.net%2Ffa%2F,IR,0,0,0,0,1,0
1001,2020-02-12 14:19:26,"RIGHTEL - ""Rightel Communication Service Company PJS""",57218,http://www.sex.com/,www.sex.com,https://explorer.ooni.io/measurement/20200212T141928Z_AS57218_FBycGtxMtyOwIsTNiqCuXrRXmSFupwcd6oFhtbHcuxd89L1gN5?input=http%3A%2F%2Fwww.sex.com%2F,IR,0,1,0,0,0,0
1002,2020-02-12 14:19:36,"RIGHTEL - ""Rightel Communication Service Company PJS""",57218,https://www.netflix.com/,www.netflix.com,https://explorer.ooni.io/measurement/20200212T141928Z_AS57218_FBycGtxMtyOwIsTNiqCuXrRXmSFupwcd6oFhtbHcuxd89L1gN5?input=https%3A%2F%2Fwww.netflix.com%2F,IR,0,1,0,0,0,0
1003,2020-02-12 14:19:57,"RIGHTEL - ""Rightel Communication Service Company PJS""",57218,https://www.atheistalliance.org/,www.atheistalliance.org,https://explorer.ooni.io/measurement/20200212T141928Z_AS57218_FBycGtxMtyOwIsTNiqCuXrRXmSFupwcd6oFhtbHcuxd89L1gN5?input=https%3A%2F%2Fwww.atheistalliance.org%2F,IR,0,0,0,0,1,0
1004,2020-02-12 14:20:12,"RIGHTEL - ""Rightel Communication Service Company PJS""",57218,https://www.radiofarda.com/,www.radiofarda.com,https://explorer.ooni.io/measurement/20200212T141928Z_AS57218_FBycGtxMtyOwIsTNiqCuXrRXmSFupwcd6oFhtbHcuxd89L1gN5?input=https%3A%2F%2Fwww.radiofarda.com%2F,IR,0,1,0,0,0,0
1005,2020-02-12 14:20:19,"RIGHTEL - ""Rightel Communication Service Company PJS""",57218,https://www.mombian.com/,www.mombian.com,https://explorer.ooni.io/measurement/20200212T141928Z_AS57218_FBycGtxMtyOwIsTNiqCuXrRXmSFupwcd6oFhtbHcuxd89L1gN5?input=https%3A%2F%2Fwww.mombian.com%2F,IR,0,0,0,0,1,0
1006,2020-02-12 15:09:48,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://aminbozorgian.wordpress.com/,aminbozorgian.wordpress.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Faminbozorgian.wordpress.com%2F,IR,0,0,0,0,1,0
1007,2020-02-12 15:09:53,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://sibmo.ir/,sibmo.ir,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fsibmo.ir%2F,IR,1,0,0,0,0,0
1008,2020-02-12 15:10:01,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://marde-rooz.com/,marde-rooz.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fmarde-rooz.com%2F,IR,0,1,0,0,0,0
1009,2020-02-12 15:10:12,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://ir.usembassy.gov/fa/,ir.usembassy.gov,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fir.usembassy.gov%2Ffa%2F,IR,0,1,0,0,0,0
1010,2020-02-12 15:10:18,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.dailymotion.com/,www.dailymotion.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=http%3A%2F%2Fwww.dailymotion.com%2F,IR,0,1,0,0,0,0
1011,2020-02-12 15:10:23,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://wickr.com/,wickr.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fwickr.com%2F,IR,0,0,0,0,0,1
1012,2020-02-12 15:10:52,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://secure.flickr.com/,secure.flickr.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fsecure.flickr.com%2F,IR,0,0,0,0,1,0
1013,2020-02-12 15:10:56,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.lushstories.com/,www.lushstories.com,https://explorer.ooni.io/measurement/20200212T150943Z_AS197207_D57a04CnA3uZiwSTB69twpoOzN8W9OtfuDHvABfSk2SjAKiTdM?input=https%3A%2F%2Fwww.lushstories.com%2F,IR,0,1,0,0,0,0
1014,2020-02-12 15:19:52,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://plus.google.com/,plus.google.com,https://explorer.ooni.io/measurement/20200212T151952Z_AS197207_EjwN6brqwGG0j7Eq37izB3mbWAyB7Ak8850AwOCyGHcnGZrawY?input=https%3A%2F%2Fplus.google.com%2F,IR,0,1,0,0,0,0
1015,2020-02-12 15:20:16,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://kaleidoscopetrust.com/,kaleidoscopetrust.com,https://explorer.ooni.io/measurement/20200212T151952Z_AS197207_EjwN6brqwGG0j7Eq37izB3mbWAyB7Ak8850AwOCyGHcnGZrawY?input=https%3A%2F%2Fkaleidoscopetrust.com%2F,IR,0,0,0,0,0,1
1016,2020-02-12 15:20:25,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://mafnews.de/,mafnews.de,https://explorer.ooni.io/measurement/20200212T151952Z_AS197207_EjwN6brqwGG0j7Eq37izB3mbWAyB7Ak8850AwOCyGHcnGZrawY?input=https%3A%2F%2Fmafnews.de%2F,IR,0,1,0,0,0,0
1017,2020-02-12 15:20:58,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.tunnelbear.com/,www.tunnelbear.com,https://explorer.ooni.io/measurement/20200212T151952Z_AS197207_EjwN6brqwGG0j7Eq37izB3mbWAyB7Ak8850AwOCyGHcnGZrawY?input=https%3A%2F%2Fwww.tunnelbear.com%2F,IR,0,1,0,0,0,0
1018,2020-02-13 09:17:05,HAMYAR-AS - Shiraz Hamyar Co.,1756,http://www.neonjoint.com/,www.neonjoint.com,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=http%3A%2F%2Fwww.neonjoint.com%2F,IR,0,0,0,0,1,0
1019,2020-02-13 09:17:06,HAMYAR-AS - Shiraz Hamyar Co.,1756,https://www.bbc.com/persian/,www.bbc.com,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=https%3A%2F%2Fwww.bbc.com%2Fpersian%2F,IR,0,0,0,0,1,0
1020,2020-02-13 09:17:40,HAMYAR-AS - Shiraz Hamyar Co.,1756,https://iranhrdc.org/,iranhrdc.org,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=https%3A%2F%2Firanhrdc.org%2F,IR,0,0,0,0,1,0
1021,2020-02-13 09:17:43,HAMYAR-AS - Shiraz Hamyar Co.,1756,http://kidshealth.org/,kidshealth.org,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=http%3A%2F%2Fkidshealth.org%2F,IR,0,0,0,0,1,0
1022,2020-02-13 09:18:01,HAMYAR-AS - Shiraz Hamyar Co.,1756,http://www.sexandu.ca/fr/,www.sexandu.ca,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=http%3A%2F%2Fwww.sexandu.ca%2Ffr%2F,IR,0,0,0,0,1,0
1023,2020-02-13 09:18:16,HAMYAR-AS - Shiraz Hamyar Co.,1756,https://www.3wishes.com/,www.3wishes.com,https://explorer.ooni.io/measurement/20200213T091701Z_AS1756_Jg7y04xBlEyehoEg3WrwcHRAcUzQU94TAZBwRR5o4Yej5Ujwms?input=https%3A%2F%2Fwww.3wishes.com%2F,IR,0,1,0,0,0,0
1024,2020-02-13 15:17:29,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://academix.iranacademia.com/,academix.iranacademia.com,https://explorer.ooni.io/measurement/20200213T151645Z_AS197207_tEeRTgUSCfvIZVgKbrVsHFLhF0mUz7CxmWu5dF3ne31bPsw3hj?input=https%3A%2F%2Facademix.iranacademia.com%2F,IR,0,0,0,0,1,0
1025,2020-02-13 15:17:35,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.islamport.com/,www.islamport.com,https://explorer.ooni.io/measurement/20200213T151645Z_AS197207_tEeRTgUSCfvIZVgKbrVsHFLhF0mUz7CxmWu5dF3ne31bPsw3hj?input=http%3A%2F%2Fwww.islamport.com%2F,IR,0,1,0,0,0,0
1026,2020-02-13 15:17:43,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.gaystarnews.com/,www.gaystarnews.com,https://explorer.ooni.io/measurement/20200213T151645Z_AS197207_tEeRTgUSCfvIZVgKbrVsHFLhF0mUz7CxmWu5dF3ne31bPsw3hj?input=https%3A%2F%2Fwww.gaystarnews.com%2F,IR,0,0,0,0,1,0
1027,2020-02-13 17:26:04,TRLCO - Toloe Rayaneh Loghman Educational and Cultural Co.,197343,http://astalavista.box.sk/,astalavista.box.sk,https://explorer.ooni.io/measurement/20200213T172552Z_AS197343_Na8uPPKQisUfIJjCvQQmLWUtEvWeH8uADMfxmLhDCQ4SeRUqrE?input=http%3A%2F%2Fastalavista.box.sk%2F,IR,1,0,0,0,0,0
1028,2020-02-13 17:26:09,TRLCO - Toloe Rayaneh Loghman Educational and Cultural Co.,197343,https://tech.tavaana.org/,tech.tavaana.org,https://explorer.ooni.io/measurement/20200213T172552Z_AS197343_Na8uPPKQisUfIJjCvQQmLWUtEvWeH8uADMfxmLhDCQ4SeRUqrE?input=https%3A%2F%2Ftech.tavaana.org%2F,IR,0,0,0,0,1,0
1029,2020-02-13 17:26:14,TRLCO - Toloe Rayaneh Loghman Educational and Cultural Co.,197343,https://video.twimg.com/,video.twimg.com,https://explorer.ooni.io/measurement/20200213T172552Z_AS197343_Na8uPPKQisUfIJjCvQQmLWUtEvWeH8uADMfxmLhDCQ4SeRUqrE?input=https%3A%2F%2Fvideo.twimg.com%2F,IR,0,0,0,0,1,0
1030,2020-02-13 17:26:48,TRLCO - Toloe Rayaneh Loghman Educational and Cultural Co.,197343,https://imageshack.com/,imageshack.com,https://explorer.ooni.io/measurement/20200213T172552Z_AS197343_Na8uPPKQisUfIJjCvQQmLWUtEvWeH8uADMfxmLhDCQ4SeRUqrE?input=https%3A%2F%2Fimageshack.com%2F,IR,0,0,0,0,1,0
1031,2020-02-13 17:26:53,TRLCO - Toloe Rayaneh Loghman Educational and Cultural Co.,197343,https://www.glwiz.com/Pages/HomePage/HomePage.aspx/,www.glwiz.com,https://explorer.ooni.io/measurement/20200213T172552Z_AS197343_Na8uPPKQisUfIJjCvQQmLWUtEvWeH8uADMfxmLhDCQ4SeRUqrE?input=https%3A%2F%2Fwww.glwiz.com%2FPages%2FHomePage%2FHomePage.aspx%2F,IR,0,0,0,0,1,0
1032,2020-02-13 17:49:03,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://test.tutanota.com,test.tutanota.com,https://explorer.ooni.io/measurement/20200213T174904Z_AS197207_jTtr12sO4Q2qyEBs07FUj4UxOIcB8uCFCLUAmNnbpNnUubHyAZ?input=https%3A%2F%2Ftest.tutanota.com,IR,1,0,0,0,0,0
1033,2020-02-13 17:51:33,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://test.tutanota.com,test.tutanota.com,https://explorer.ooni.io/measurement/20200213T175133Z_AS44244_v1DZ3R165uVGDVZ40YREFILtfCDmb79aLTmIUOy1Qp3aT4ig4J?input=https%3A%2F%2Ftest.tutanota.com,IR,1,0,0,0,0,0
1034,2020-02-13 21:27:44,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://myspace.com/,myspace.com,https://explorer.ooni.io/measurement/20200213T212745Z_AS44244_8LV1onRxun7qhr1sANlGoRsGoybWT5DmbYlv8xMpQL0oZvL0Xc?input=https%3A%2F%2Fmyspace.com%2F,IR,0,1,0,0,0,0
1035,2020-02-13 21:27:44,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://archive.is/,archive.is,https://explorer.ooni.io/measurement/20200213T212745Z_AS44244_8LV1onRxun7qhr1sANlGoRsGoybWT5DmbYlv8xMpQL0oZvL0Xc?input=https%3A%2F%2Farchive.is%2F,IR,0,1,0,0,0,0
1036,2020-02-13 21:27:56,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.delbara.com/,www.delbara.com,https://explorer.ooni.io/measurement/20200213T212745Z_AS44244_8LV1onRxun7qhr1sANlGoRsGoybWT5DmbYlv8xMpQL0oZvL0Xc?input=https%3A%2F%2Fwww.delbara.com%2F,IR,0,1,0,0,0,0
1037,2020-02-13 21:28:35,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.mod.gov.il/Pages/default.aspx/,www.mod.gov.il,https://explorer.ooni.io/measurement/20200213T212745Z_AS44244_8LV1onRxun7qhr1sANlGoRsGoybWT5DmbYlv8xMpQL0oZvL0Xc?input=https%3A%2F%2Fwww.mod.gov.il%2FPages%2Fdefault.aspx%2F,IR,0,1,0,0,0,0
1038,2020-02-13 21:28:38,IRANCELL-AS - Iran Cell Service and Communication Company,44244,https://www.oxfam.org/,www.oxfam.org,https://explorer.ooni.io/measurement/20200213T212745Z_AS44244_8LV1onRxun7qhr1sANlGoRsGoybWT5DmbYlv8xMpQL0oZvL0Xc?input=https%3A%2F%2Fwww.oxfam.org%2F,IR,0,0,0,0,1,0
1039,2020-02-14 03:17:05,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.istripper.com/,www.istripper.com,https://explorer.ooni.io/measurement/20200214T031705Z_AS197207_sE0vQzFpghWKHIioHmN2vCJqZRXuaWj68o30tBXnnaNgkVwLEx?input=https%3A%2F%2Fwww.istripper.com%2F,IR,0,1,0,0,0,0
1040,2020-02-14 03:17:29,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://gistela.blogspot.com/,gistela.blogspot.com,https://explorer.ooni.io/measurement/20200214T031705Z_AS197207_sE0vQzFpghWKHIioHmN2vCJqZRXuaWj68o30tBXnnaNgkVwLEx?input=https%3A%2F%2Fgistela.blogspot.com%2F,IR,0,1,0,0,0,0
1041,2020-02-14 03:17:42,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://radio-neda.blogspot.com/,radio-neda.blogspot.com,https://explorer.ooni.io/measurement/20200214T031705Z_AS197207_sE0vQzFpghWKHIioHmN2vCJqZRXuaWj68o30tBXnnaNgkVwLEx?input=https%3A%2F%2Fradio-neda.blogspot.com%2F,IR,0,1,0,0,0,0
1042,2020-02-14 03:17:49,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://pastebin.com/,pastebin.com,https://explorer.ooni.io/measurement/20200214T031705Z_AS197207_sE0vQzFpghWKHIioHmN2vCJqZRXuaWj68o30tBXnnaNgkVwLEx?input=https%3A%2F%2Fpastebin.com%2F,IR,0,1,0,0,0,0
1043,2020-02-14 08:17:33,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.blacksandjews.com/Welcome.html,www.blacksandjews.com,https://explorer.ooni.io/measurement/20200214T081733Z_AS197207_kcg9sXlKvPDic5HZ3zJAaNEqL5dILHZQS0GwsIwXyzDq5XMSDG?input=http%3A%2F%2Fwww.blacksandjews.com%2FWelcome.html,IR,1,0,0,0,0,0
1044,2020-02-14 08:18:05,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.facebook.com/,www.facebook.com,https://explorer.ooni.io/measurement/20200214T081733Z_AS197207_kcg9sXlKvPDic5HZ3zJAaNEqL5dILHZQS0GwsIwXyzDq5XMSDG?input=https%3A%2F%2Fwww.facebook.com%2F,IR,0,1,0,0,0,0
1045,2020-02-14 08:18:14,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.mideastyouth.com/,www.mideastyouth.com,https://explorer.ooni.io/measurement/20200214T081733Z_AS197207_kcg9sXlKvPDic5HZ3zJAaNEqL5dILHZQS0GwsIwXyzDq5XMSDG?input=https%3A%2F%2Fwww.mideastyouth.com%2F,IR,0,0,0,0,1,0
1046,2020-02-14 08:18:16,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://nargesstavassolian.blogspot.com/,nargesstavassolian.blogspot.com,https://explorer.ooni.io/measurement/20200214T081733Z_AS197207_kcg9sXlKvPDic5HZ3zJAaNEqL5dILHZQS0GwsIwXyzDq5XMSDG?input=https%3A%2F%2Fnargesstavassolian.blogspot.com%2F,IR,0,1,0,0,0,0
1047,2020-02-14 08:18:33,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.bia2.com/,www.bia2.com,https://explorer.ooni.io/measurement/20200214T081733Z_AS197207_kcg9sXlKvPDic5HZ3zJAaNEqL5dILHZQS0GwsIwXyzDq5XMSDG?input=https%3A%2F%2Fwww.bia2.com%2F,IR,0,1,0,0,0,0
1048,2020-02-14 11:46:05,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.no-porn.com/,www.no-porn.com,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=http%3A%2F%2Fwww.no-porn.com%2F,IR,0,1,0,0,0,0
1049,2020-02-14 11:46:05,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.newnownext.com/,www.newnownext.com,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=http%3A%2F%2Fwww.newnownext.com%2F,IR,0,0,0,0,1,0
1050,2020-02-14 11:46:56,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://www.queerty.com/,www.queerty.com,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=https%3A%2F%2Fwww.queerty.com%2F,IR,0,1,0,0,0,0
1051,2020-02-14 11:47:14,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://news.bahai.org/,news.bahai.org,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=https%3A%2F%2Fnews.bahai.org%2F,IR,0,0,0,0,1,0
1052,2020-02-14 11:47:16,MCCI-AS - Mobile Communication Company of Iran PLC,197207,http://www.sunni-news.net/,www.sunni-news.net,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=http%3A%2F%2Fwww.sunni-news.net%2F,IR,0,1,0,0,0,0
1053,2020-02-14 11:47:19,MCCI-AS - Mobile Communication Company of Iran PLC,197207,https://bitbucket.org/,bitbucket.org,https://explorer.ooni.io/measurement/20200214T114605Z_AS197207_iAMOcnIyAL4qqftvQHitCVppPmjJB7lrHiBfpZ7vxDEnKjEJYW?input=https%3A%2F%2Fbitbucket.org%2F,IR,0,0,0,0,1,0
1054,2020-02-14 12:53:45,DCI-AS - Information Technology Company (ITC),12880,https://2600.org/,2600.org,https://explorer.ooni.io/measurement/20200214T125345Z_AS12880_ZHzGxczMsjE2w8TF6EafO6l11PpnY92pN8kD7Ueyu1SZ36gB8f?input=https%3A%2F%2F2600.org%2F,IR,1,0,0,0,0,0
1055,2020-02-14 12:53:58,DCI-AS - Information Technology Company (ITC),12880,http://adultfriendfinder.com/,adultfriendfinder.com,https://explorer.ooni.io/measurement/20200214T125345Z_AS12880_ZHzGxczMsjE2w8TF6EafO6l11PpnY92pN8kD7Ueyu1SZ36gB8f?input=http%3A%2F%2Fadultfriendfinder.com%2F,IR,0,1,0,0,0,0
1056,2020-02-14 12:54:05,DCI-AS - Information Technology Company (ITC),12880,http://anon.inf.tu-dresden.de/,anon.inf.tu-dresden.de,https://explorer.ooni.io/measurement/20200214T125345Z_AS12880_ZHzGxczMsjE2w8TF6EafO6l11PpnY92pN8kD7Ueyu1SZ36gB8f?input=http%3A%2F%2Fanon.inf.tu-dresden.de%2F,IR,0,1,0,0,0,0
