domain,category_code,category_description,explorer_url
hightimes.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220803T000036Z_webconnectivity_RU_42668_n1_z2HCar3fwQc10soj?input=http%3A%2F%2Fhightimes.com%2F
tushkan.club,FILE,File-sharing,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=http%3A%2F%2Ftushkan.club%2F
www.pokerroom.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220215T114936Z_webconnectivity_RU_25513_n1_oc7o9xuUVCfnjALu?input=http%3A%2F%2Fwww.pokerroom.com%2F
www.aleph.to,REL,Religion,https://explorer.ooni.org/measurement/20220818T024259Z_webconnectivity_RU_8427_n1_V9kIla8xXN17m46M?input=http%3A%2F%2Fwww.aleph.to%2F
kazak-chita.ru,COMM,E-commerce,https://explorer.ooni.org/measurement/20220701T165955Z_webconnectivity_RU_49368_n1_BooG1loHqPckJBYd?input=http%3A%2F%2Fkazak-chita.ru%2F
www.hitler.org,CULTR,Culture,https://explorer.ooni.org/measurement/20220725T102723Z_webconnectivity_RU_21127_n1_lr6Vi9rgpMqBgVIm?input=https%3A%2F%2Fwww.hitler.org%2F
trv-science.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221030T021309Z_webconnectivity_RU_35807_n1_XI5tHVFzvRqmKcfz?input=http%3A%2F%2Ftrv-science.ru%2F
www.telegraph.co.uk,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.telegraph.co.uk%2F
www.casino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.casino.com%2F
www.luwaran.net,REL,Religion,https://explorer.ooni.org/measurement/20220117T102840Z_webconnectivity_RU_20632_n1_0Smkq1hCyhulVDlZ?input=http%3A%2F%2Fwww.luwaran.net%2F
www.asstr.org,PORN,Pornography,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fwww.asstr.org%2F
www.facebook.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fwww.facebook.com%2FGraniRu%2F
www.golos-ameriki.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220818T050550Z_webconnectivity_RU_42511_n1_W95DhEN8f3Nbgqex?input=https%3A%2F%2Fwww.golos-ameriki.ru%2F
www.marijuana.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220111T184713Z_webconnectivity_RU_51604_n1_Xr0S8IWczl8Lx8Pm?input=http%3A%2F%2Fwww.marijuana.com%2F
www.hotspotshield.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.hotspotshield.com%2F
www.hrw.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.hrw.org%2F
www.idelreal.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.idelreal.org%2F
www.kavkazr.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T020923Z_webconnectivity_RU_51813_n1_nRnDiF98eTRLSkDY?input=https%3A%2F%2Fwww.kavkazr.com%2F
www.leonidvolkov.ru,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.leonidvolkov.ru%2F
liga.net,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.liga.net%2F
www.bok-o-bok.ru,LGBT,LGBT,https://explorer.ooni.org/measurement/20230117T051322Z_webconnectivity_RU_47684_n1_075WtTYbw0wtqu4p?input=http%3A%2F%2Fwww.bok-o-bok.ru%2F
darkboard.cc,HACK,Hacking Tools,https://explorer.ooni.org/measurement/20220720T184414Z_webconnectivity_RU_35807_n1_wM93Vc0yD7UEChtJ?input=http%3A%2F%2Fdarkboard.cc
www.gulag.ipvnews.org,CULTR,Culture,https://explorer.ooni.org/measurement/20220215T201601Z_webconnectivity_RU_41733_n1_Ul5UXssnZaUkn3dC?input=http%3A%2F%2Fwww.gulag.ipvnews.org%2F
www.national-socialist.tk,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220215T201601Z_webconnectivity_RU_41733_n1_Ul5UXssnZaUkn3dC?input=http%3A%2F%2Fwww.national-socialist.tk%2F
www.ndi.org,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.ndi.org%2F
obozrevatel.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T020923Z_webconnectivity_RU_51813_n1_nRnDiF98eTRLSkDY?input=https%3A%2F%2Fwww.obozrevatel.com%2F
www.occrp.org,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220818T080720Z_webconnectivity_RU_42511_n1_CiNFG7RnVoGt3tiF?input=https%3A%2F%2Fwww.occrp.org%2F
www.opensocietyfoundations.org,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.opensocietyfoundations.org%2F
www.rarbg.to,FILE,File-sharing,https://explorer.ooni.org/measurement/20220818T080720Z_webconnectivity_RU_42511_n1_CiNFG7RnVoGt3tiF?input=https%3A%2F%2Fwww.rarbg.to%2F
amours.in,PORN,Pornography,https://explorer.ooni.org/measurement/20220111T205802Z_webconnectivity_RU_8359_n1_nZvFKboDEpvalHl5?input=http%3A%2F%2Famours.in
www.severreal.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.severreal.org
www.sibreal.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.sibreal.org
www.stopfake.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.stopfake.org%2Fru%2Fglavnaya-2%2F
www.svoboda.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.svoboda.org%2Fradio%2Fschedule%2F81%2F
torproject.org,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.torproject.org%2F
tunnelbear.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.tunnelbear.com
seasonvar.ru,MMED,Media sharing,https://explorer.ooni.org/measurement/20220316T084715Z_webconnectivity_RU_12389_n1_1XuHk2tzTRuGSQsj?input=http%3A%2F%2Fseasonvar.ru%2F
www.womenonwaves.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220412T074119Z_webconnectivity_RU_12688_n1_dMT2bpCDX7yR8wdA?input=https%3A%2F%2Fwww.womenonwaves.org%2F
www.wonderzine.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T233853Z_webconnectivity_RU_21127_n1_3oSVbjSmwAeocNPr?input=https%3A%2F%2Fwww.wonderzine.com%2F
abs.twimg.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T100550Z_webconnectivity_RU_42511_n1_r0NCpSF9jYBzk1wB?input=https%3A%2F%2Fabs.twimg.com%2Fsticky%2Fdefault_profile_images%2Fdefault_profile_normal.png
edge-chat.instagram.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T190126Z_webconnectivity_RU_31208_n1_BVdtxDXLJZn0GPfZ?input=https%3A%2F%2Fedge-chat.instagram.com%2Frobots.txt
external.xx.fbcdn.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T181827Z_webconnectivity_RU_12688_n1_jm0n17VLcgy8jSlD?input=https%3A%2F%2Fexternal.xx.fbcdn.net%2Frobots.txt
fbcdn.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T181827Z_webconnectivity_RU_12688_n1_jm0n17VLcgy8jSlD?input=https%3A%2F%2Ffbcdn.net%2Frobots.txt
i.instagram.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T190126Z_webconnectivity_RU_31208_n1_BVdtxDXLJZn0GPfZ?input=https%3A%2F%2Fi.instagram.com%2Frobots.txt
kiwifarms.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fkiwifarms.net%2F
pbs.twimg.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fpbs.twimg.com%2Fprofile_images%2F941658150889054208%2FlFeD3554_200x200.jpg
scontent-ams4-1.cdninstagram.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fscontent-ams4-1.cdninstagram.com%2Frobots.txt
scontent.xx.fbcdn.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T161831Z_webconnectivity_RU_12688_n1_hoGcF9zRMryofVgo?input=https%3A%2F%2Fscontent.xx.fbcdn.net%2Frobots.txt
static.xx.fbcdn.net,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fstatic.xx.fbcdn.net%2Frobots.txt
staticxx.facebook.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fstaticxx.facebook.com%2Frobots.txt
upload.twitter.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fupload.twitter.com%2Frobots.txt
video.twimg.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fvideo.twimg.com%2Ftweet_video%2FEC6DSXDXsAEhHAa.mp4
www.jw.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220701T155238Z_webconnectivity_RU_12688_n1_ilnXHbWTn4V3u0DG?input=https%3A%2F%2Fwww.jw.org%2Fen%2F
www.postcards-for-iran.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220508T203543Z_webconnectivity_RU_59637_n1_qjlgMIl8kNB5wXoc?input=http%3A%2F%2Fwww.postcards-for-iran.org%2F
www.lotoru.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T170741Z_webconnectivity_RU_42511_n1_oTve9gPwNCnMXZxG?input=https%3A%2F%2Flotoru.com%2F
aplaycasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Faplaycasino.com%2Fen%3Fget%3D1%26r_visit%3D05aafbcd3a3b82d1967a38ea229def26%26ref%3Dazn1%26vid%3D1523669896%2F
weedmaps.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fweedmaps.com%2F
www.bravoporn.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.bravoporn.com%2F
www.erowid.org,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.erowid.org%2F
www.gambling.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220603T171941Z_webconnectivity_RU_12688_n1_tBKtSYMyoTwF6oUa?input=https%3A%2F%2Fwww.gambling.com%2F
www.goldenpalace.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.goldenpalace.com%2F
www.jackpotcitycasino1.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.jackpotcitycasino1.com%2F
www.onlinegambling.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fwww.onlinegambling.com%2F
www.partypoker.net,GMB,Gambling,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fwww.partypoker.net%2F
protonmail.com,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220117T223247Z_webconnectivity_RU_51813_n1_T0sXu4tWow80S4P2?input=https%3A%2F%2Fprotonmail.com%2F
utronews.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220118T130621Z_webconnectivity_RU_35000_n1_t49WH4jq3EQ4UsnF?input=http%3A%2F%2Futronews.org%2F
www.messenger.com,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220818T220558Z_webconnectivity_RU_42511_n1_uVt0UTk97oqCugjY?input=https%3A%2F%2Fwww.messenger.com%2F
uainfo.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T004502Z_webconnectivity_RU_39728_n1_bFj6LWP7CoBhGdLf?input=https%3A%2F%2Fuainfo.org%2F
netmap.su,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220316T013149Z_webconnectivity_RU_51813_n1_YEdsuQZ8OSSLKqpl?input=https%3A%2F%2Fnetmap.su%2Fproxy%2F
uploaded.to,FILE,File-sharing,https://explorer.ooni.org/measurement/20220101T064205Z_webconnectivity_RU_31163_n1_9oApnbC5THqIIi34?input=http%3A%2F%2Fuploaded.to%2F
15minut.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220215T220045Z_webconnectivity_RU_51813_n1_cmleoGZNtF7o1kOQ?input=https%3A%2F%2F15minut.org%2F
hunafa.com,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220702T153823Z_webconnectivity_RU_12688_n1_rXD43m7gwPevLBI8?input=https%3A%2F%2Fhunafa.com%2F
www.russiancasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fwww.russiancasino.com%2F
www.shamilonline.org,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fwww.shamilonline.org%2F
www.shroomery.org,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220316T195936Z_webconnectivity_RU_51813_n1_fHLPoM9al8oUmwtF?input=https%3A%2F%2Fwww.shroomery.org%2F
xhamster.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220419T205232Z_webconnectivity_RU_25513_n1_py1IKSSuf7K8X721?input=http%3A%2F%2Fxhamster.com
casino.bet365.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220114T172755Z_webconnectivity_RU_25513_n1_FY8QCg3vPNS047Vu?input=http%3A%2F%2Fcasino.bet365.com%2F
www.islamdoor.com,REL,Religion,https://explorer.ooni.org/measurement/20220317T115043Z_webconnectivity_RU_12714_n1_9uojWDARJUoWLXg8?input=http%3A%2F%2Fwww.islamdoor.com%2F
multporn.net,PORN,Pornography,https://explorer.ooni.org/measurement/20220114T210657Z_webconnectivity_RU_31205_n1_neFjd6x6eBk4BQlS?input=http%3A%2F%2Fmultporn.net
lookaside.facebook.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20230117T081245Z_webconnectivity_RU_12389_n1_69ZsDWe9YrEITiHv?input=https%3A%2F%2Flookaside.facebook.com%2Frobots.txt
sci-hub.se,FILE,File-sharing,https://explorer.ooni.org/measurement/20220603T201839Z_webconnectivity_RU_12688_n1_Ygm3MLd9XuaJ2bi0?input=https%3A%2F%2Fsci-hub.se%2F
1plus1.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220412T065814Z_webconnectivity_RU_12688_n1_mQIBSwgH8OqkjPxK?input=https%3A%2F%2F1plus1.ua%2F
200rf.com,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2F200rf.com
24tv.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T191852Z_webconnectivity_RU_12688_n1_EZ34t8hKsTr9mdE9?input=https%3A%2F%2F24tv.ua%2F
atr.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220731T044205Z_webconnectivity_RU_39728_n1_nqs0CXjXHFtGserv?input=https%3A%2F%2Fatr.ua%2F
blackseatv.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220731T044205Z_webconnectivity_RU_39728_n1_nqs0CXjXHFtGserv?input=https%3A%2F%2Fblackseatv.com%2F
boingboing.net,NEWS,News Media,https://explorer.ooni.org/measurement/20220807T175103Z_webconnectivity_RU_21127_n1_mXX5t4fo8oDFF4cC?input=https%3A%2F%2Fboingboing.net%2F
investigator.org.ua,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220412T071730Z_webconnectivity_RU_12688_n1_sroouRBkojoM9cp2?input=https%3A%2F%2Finvestigator.org.ua%2F
fbk.info,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220216T001125Z_webconnectivity_RU_51813_n1_oEgCm2IYHhOnq5tC?input=https%3A%2F%2Ffbk.info%2F
gagadget.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220819T010730Z_webconnectivity_RU_42511_n1_050WhGmAhFhfG02A?input=https%3A%2F%2Fgagadget.com%2F
glavcom.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220412T071730Z_webconnectivity_RU_12688_n1_sroouRBkojoM9cp2?input=https%3A%2F%2Fglavcom.ua%2F
glavpost.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fglavpost.com%2F
haqqin.az,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fhaqqin.az%2F
hromadske.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T013149Z_webconnectivity_RU_51813_n1_YEdsuQZ8OSSLKqpl?input=https%3A%2F%2Fhromadske.ua%2F
www.ichkeria.info,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fichkeria.info%2F
mbk.news,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fmbk.news%2F
minval.az,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fminval.az%2F
navalny.com,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220102T202216Z_webconnectivity_RU_12389_n1_rXFI7xcVOXal2Zu0?input=http%3A%2F%2Fnavalny.com
porn.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220605T184221Z_webconnectivity_RU_12389_n1_aODg4GyNB83e8Fso?input=http%3A%2F%2Fporn.com
rutor.is,FILE,File-sharing,https://explorer.ooni.org/measurement/20220318T062303Z_webconnectivity_RU_42610_n1_Heq5LsLV7pAq9A7N?input=http%3A%2F%2Frutor.is
v.growerz.club,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fv.growerz.club%2F
rutor.org,FILE,File-sharing,https://explorer.ooni.org/measurement/20220114T051546Z_webconnectivity_RU_16345_n1_9J1x8LnONDSDaZ83?input=http%3A%2F%2Frutor.org
serialu.club,FILE,File-sharing,https://explorer.ooni.org/measurement/20220603T201839Z_webconnectivity_RU_12688_n1_Ygm3MLd9XuaJ2bi0?input=https%3A%2F%2Fserialu.club%2F
sputnikipogrom.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220216T011411Z_webconnectivity_RU_51813_n1_ifsZHrSh2fBiosau?input=https%3A%2F%2Fsputnikipogrom.com%2F
rutraker.org,FILE,File-sharing,https://explorer.ooni.org/measurement/20220318T092331Z_webconnectivity_RU_8359_n1_LEFSNVExbMqzM8zp?input=http%3A%2F%2Frutraker.org
nnm-club.me,MMED,Media sharing,https://explorer.ooni.org/measurement/20220318T092331Z_webconnectivity_RU_8359_n1_LEFSNVExbMqzM8zp?input=http%3A%2F%2Fnnm-club.me
www.segodnya.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fwww.segodnya.ua%2F
playboy.com,PORN,Pornography,https://explorer.ooni.org/measurement/20230118T212230Z_webconnectivity_RU_25513_n1_Tf4A0rOEoq6UJTE9?input=http%3A%2F%2Fwww.playboy.com%2F
www.sexetc.org,XED,Sex Education,https://explorer.ooni.org/measurement/20230119T031832Z_webconnectivity_RU_25513_n1_DWhI5GKF0joTbyhP?input=https%3A%2F%2Fsexetc.org%2F
fergana.agency,NEWS,News Media,https://explorer.ooni.org/measurement/20220215T222137Z_webconnectivity_RU_51813_n1_f9PH1AwG7l543DVw?input=https%3A%2F%2Ffergana.agency%2F
fergana.news,NEWS,News Media,https://explorer.ooni.org/measurement/20220117T224337Z_webconnectivity_RU_51813_n1_tYjwHS59LmDTTaqt?input=https%3A%2F%2Ffergana.news%2F
freemedia.io,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Ffreemedia.io%2F
glavnoe.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T191852Z_webconnectivity_RU_12688_n1_EZ34t8hKsTr9mdE9?input=https%3A%2F%2Fglavnoe.ua%2F
golos-kubani.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fgolos-kubani.ru%2F
graniru.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fgraniru.org%2F
gubernia.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fgubernia.media%2F
istories.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fistories.media%2F
itsmycity.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fitsmycity.ru%2F
krymsos.com,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fkrymsos.com
kuzpress.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fkuzpress.ru%2F
lentachel.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T135455Z_webconnectivity_RU_48642_n1_vakpJC9Ic3dzNQLo?input=https%3A%2F%2Flentachel.ru%2F
openrussia.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220117T224337Z_webconnectivity_RU_51813_n1_tYjwHS59LmDTTaqt?input=https%3A%2F%2Fopenrussia.org%2F
or.team,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2For.team%2F
ovdinfo.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fovdinfo.org
oxu.az,NEWS,News Media,https://explorer.ooni.org/measurement/20220819T200339Z_webconnectivity_RU_42893_n1_Ruiav0totyoaPtXw?input=https%3A%2F%2Foxu.az%2F
paperpaper.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fpaperpaper.ru
poligon.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fpoligon.media
proxify.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fproxify.com%2F
yt3.ggpht.com,HOST,Hosting and Blogging Platforms,https://explorer.ooni.org/measurement/20220807T175103Z_webconnectivity_RU_21127_n1_mXX5t4fo8oDFF4cC?input=https%3A%2F%2Fyt3.ggpht.com%2Fa-%2FAOh14GhGCI1dxtHOY_TDQfmxDBK_S7CHTPJ3U6zOUw%3Ds480-c-k-c0x00ffffff-no-rj-mo
www.azatliq.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.azatliq.org
www.bbcrussian.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220605T014759Z_webconnectivity_RU_48642_n1_iG9nGq2pvqBZJeHZ?input=https%3A%2F%2Fwww.bbcrussian.com%2Frussian%2F
www.blackseanews.net,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.blackseanews.net
cdn.fbsbx.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20221210T105743Z_webconnectivity_RU_48642_n1_5x8Ml9otvkccfXXg?input=https%3A%2F%2Fcdn.fbsbx.com%2Ffavicon.ico
edge-mqtt.facebook.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20221030T152552Z_webconnectivity_RU_31213_n1_9gcKQ5INpYiU22Iw?input=https%3A%2F%2Fedge-mqtt.facebook.com%2Ffavicon.ico
89.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220317T052408Z_webconnectivity_RU_35807_n1_lbamoNw26qiQYuaI?input=http%3A%2F%2Fwww.89.com%2F
